酒蔵,ブランド,商品名,分類,使用米,精米歩合,流通区分,備考,出典URL,page_status,page_title,page_description,page_published,page_modified,page_history_excerpt,page_error,search_query,search_results,search_error
亀齢酒造,亀齢萬年,亀齢萬年 純米大吟醸原酒五拾 生酒,純米大吟醸,広島造賀産線状心白米100%,50％,季節商品,現行小売店で販売確認（メーカー公式の販売状態ではない）,https://www.hiroshimasake.com/product/552,200,亀齢萬年 純米大吟醸原酒五拾 生酒(亀齢酒造) 広島県の日本酒を専門通販 広島酒倶楽部,亀齢萬年 純米大吟醸原酒五拾 生酒は飲むほどにハマる！【旨み・甘み・辛さ】のすべてが詰まった一本。酸がきいていて、ガツンとしたインパクトのある味わいです。 爽やかな洋ナシのような香り、濃厚な旨みが口いっぱいに広がります。 後味はキレの良い酸と辛みが全体をまとめ、飲み飽きさせません。 力強いボディながら繊細なキレを併せ持ち、複雑で奥行きのある味わいが楽しめます。 亀齢萬年 純米大吟醸原酒五拾 生酒飲みごたえ抜群の辛口。酸がきいていて、ガツンとしたインパクトのある味わいです。爽やかな洋ナシのような香り、濃厚な旨みが口いっぱいに広がります。後味はキレの良い酸と辛み…,,,広島県の日本酒を専門通販 広島酒倶楽部 亀齢萬年 純米大吟醸原酒五拾 生酒(亀齢酒造) メニュー カート ご利用案内 初めての方 広島SAKE倶楽部 Q & A 問い合わせ カテゴリ 店長コラム 文字サイズ : 広島SAKE倶楽部TOP 新規の方はこちら 登録なしでもお買い物できます。 | 本数限定商品 Tweet Facebookでシェア 数量 : 1 2 3 4 5 返品特約に関する重要事項 お酒詳細 亀齢萬年 純米大吟醸原酒五拾 生酒 飲みごたえ抜群の辛口。 | 【広島造賀産線状心白米】 この酒米を使用すると素晴らしく良い酒に仕上がる事は昔から知られていましたが、穂が高く倒れやすく、きれいな水でしか育たない事から、栽培が途絶えていましたが西垣 杜氏 の強い希望で県内でも復活しました。 | 大正６年の 全国新酒鑑評会 で、「月桂冠」「賀茂鶴」とともに、日本初の名誉賞を受賞したのが、この亀齢だったのだ。,,"""亀齢萬年 純米大吟醸原酒五拾 生酒"" ""亀齢酒造"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
亀齢酒造,亀齢萬年,亀齢萬年 純米大吟醸原酒五拾 袋吊りおりがらみ 生酒,純米大吟醸,広島造賀産線状心白米100%,50％,季節商品,現行小売店で販売確認（メーカー公式の販売状態ではない）,https://www.hiroshimasake.com/product/412,200,亀齢萬年 純米吟醸原酒五拾 袋吊りおりがらみ 生酒(亀齢酒造) 広島県の日本酒を専門通販 広島酒倶楽部,亀齢萬年 純米吟醸原酒五拾 袋吊りおりがらみは原酒五拾らしいしっかりしたボディは残しつつ、袋吊りによってフルーティーで繊細な味わいに仕上がっています。 おりがらみなので、口当たりがクリーミーでなめらか、甘さと酸味のバランスが絶妙です。 後口も原酒五拾より上品な余韻になっています。 濃い味わいなので、食中よりお酒だけをゆっくり楽しみたい時におすすめです。 限定品の袋吊りおりがらみです。繊細で程よい上品な香り、しっかり飲みごたえがあってキレ味抜群です。おりがらみなので、口当たりがクリーミーでなめらか。きれいな飲み口で素晴らしい味わいです。【テイスティング…,,,広島県の日本酒を専門通販 広島酒倶楽部 亀齢萬年 純米吟醸原酒五拾 袋吊りおりがらみ 生酒(亀齢酒造) メニュー カート ご利用案内 初めての方 広島SAKE倶楽部 Q & A 問い合わせ カテゴリ 店長コラム 文字サイズ : 広島SAKE倶楽部TOP 新規の方はこちら 登録なしでもお買い物できます。 | 本数限定商品 Tweet Facebookでシェア 数量 : 1 2 3 4 5 6 7 8 返品特約に関する重要事項 お酒詳細 限定品の袋吊りおりがらみです。 | 【広島造賀産線状心白米】 この酒米を使用すると素晴らしく良い酒に仕上がる事は昔から知られていましたが、穂が高く倒れやすく、きれいな水でしか育たない事から、栽培が途絶えていましたが西垣 杜氏 の強い希望で県内でも復活しました。 | 大正６年の 全国新酒鑑評会 で、「月桂冠」「賀茂鶴」とともに、日本初の名誉賞を受賞したのが、この亀齢だったのだ。,,"""亀齢萬年 純米大吟醸原酒五拾 袋吊りおりがらみ 生酒"" ""亀齢酒造"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
亀齢酒造,亀齢,吉田屋の酒,その他,,,一般流通,公式直売所の主な販売酒,https://kireikireikirei.jimdofree.com/酒蔵土産売場-まねきや/,200,万年亀舎 営業情報 - （公式HP） 亀齢酒造 日本酒 東広島 まねきや,営業状況は、おしらせNEW！のページに掲載しております。 万年亀舎 決済方法 ・現金 ・クレジット ・PAYPAY ご利用いただけます。 ご旅行や、観光の際には、ぜひお越しくださいませ。,,,開店時間 お正月を除くほぼ通年開店 （土日祝日は不定期に休業することがあります） 平 日： ９時～１６時(昼休憩あり) 土 日 祝 日：１０時半～１６時 主な販売酒 吉田屋の酒（「万年亀舎」だけの限定酒） 大吟醸 創 純米大吟醸 亀香 純米酒 など 主な販売品 豆氏さん （大吟醸酒粕をまぶした豆菓子） 醸華町うどん (お酒で練ったうどん） 北海道産小麦使用・乾麺にリニューアル！,,"""吉田屋の酒"" ""亀齢酒造"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
亀齢酒造,亀齢,純米大吟醸 亀香,純米大吟醸,,,一般流通,公式直売所の主な販売酒,https://kireikireikirei.jimdofree.com/酒蔵土産売場-まねきや/,200,万年亀舎 営業情報 - （公式HP） 亀齢酒造 日本酒 東広島 まねきや,営業状況は、おしらせNEW！のページに掲載しております。 万年亀舎 決済方法 ・現金 ・クレジット ・PAYPAY ご利用いただけます。 ご旅行や、観光の際には、ぜひお越しくださいませ。,,,開店時間 お正月を除くほぼ通年開店 （土日祝日は不定期に休業することがあります） 平 日： ９時～１６時(昼休憩あり) 土 日 祝 日：１０時半～１６時 主な販売酒 吉田屋の酒（「万年亀舎」だけの限定酒） 大吟醸 創 純米大吟醸 亀香 純米酒 など 主な販売品 豆氏さん （大吟醸酒粕をまぶした豆菓子） 醸華町うどん (お酒で練ったうどん） 北海道産小麦使用・乾麺にリニューアル！,,"""純米大吟醸 亀香"" ""亀齢酒造"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
今田酒造本店,FUKUCHO LEGACY,FUKUCHO LEGACY I,その他,兵庫県特A地区山田錦,,一般流通,公式オンラインショップで在庫あり,https://fukucho.jp/products/legacy1,200,FUKUCHO LEGACY I – 富久長｜FUKUCHO,"1989年から冷蔵庫の中で永い年月のあいだ熟成を重ねたコンテスト用の大吟醸雫酒を、三段目の仕込み時に水の代わりに使用した貴醸酒。先代の保広杜氏が伝えた広島吟醸造りの技と、現代の富久長の融合を果たすために、敢えて原料の一部として使いました。伝統的な黄麹を使い、口に含むととろけるような滑らかな舌触りに、柔らかな甘やかさ。ヴィンテージの複雑味を引き出しながら、富久長らしいクリアで綺麗な味わいに仕上がっています。 13,000円（税込）以上で配送料無料（北海道・沖縄は1,100円割引） ※ご注文内容によって止むを得ず2個口になる場合は別途送料がかかります。そのような場合は担当者よりご連絡させていただきます。 【ギフト包装について】包装を 1989年から冷蔵庫の中で永い年月のあいだ熟成を重ねたコンテスト用の大吟醸雫酒を、三段目の仕込み時に水の代わりに使用した貴醸酒。先代の保広杜氏が伝えた広島吟醸造りの技と、現代の富久長の融合を果たすために、敢えて原料の一部として使いました。伝統的な黄麹を使い、口に含むととろけるような滑らかな舌触りに、柔らかな甘やかさ。ヴィンテージの複雑味を引き出しながら、富久長らしいクリアで綺麗な味わいに仕上がっています。 13,000円（税込）以上で配送料無料（北海道・沖縄は1,100円割引） ※ご注文内容によって止むを得ず2個口になる場合は別途送料がかかります。そのような場合は担当者よりご連絡させていただきます。 【ギフト包装について】包装を",,,先代の保広杜氏が伝えた広島吟醸造りの技と、現代の富久長の融合を果たすために、敢えて原料の一部として使いました。,,"""FUKUCHO LEGACY I"" ""今田酒造本店"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
今田酒造本店,FUKUCHO LEGACY,FUKUCHO LEGACY II,その他,兵庫県特A地区山田錦,,一般流通,公式オンラインショップで在庫あり,https://fukucho.jp/products/legacy2,200,FUKUCHO LEGACY II – 富久長｜FUKUCHO,"熟成を重ねたコンテスト用の大吟醸雫酒を、三段目の仕込み時に水の代わりに使用した貴醸酒。先代の保広杜氏が伝えた広島吟醸造りの技と、現代の富久長の融合を果たすために、敢えて原料の一部として使いました。伝統的な黄麹とクエン酸（レモンに多く含まれる酸）をつくる白麹を併用して使い、料理と合わせてより引き立つ後味のキレに、甘やかさと酸味が拮抗した心地いい飲み心地に仕上がっています。 13,000円（税込）以上で配送料無料（北海道・沖縄は1,100円割引） ※ご注文内容によって止むを得ず2個口になる場合は別途送料がかかります。そのような場合は担当者よりご連絡させていただきます。 【ギフト包装について】包装をご希望の方はカートページ備考欄に包装 熟成を重ねたコンテスト用の大吟醸雫酒を、三段目の仕込み時に水の代わりに使用した貴醸酒。先代の保広杜氏が伝えた広島吟醸造りの技と、現代の富久長の融合を果たすために、敢えて原料の一部として使いました。伝統的な黄麹とクエン酸（レモンに多く含まれる酸）をつくる白麹を併用して使い、料理と合わせてより引き立つ後味のキレに、甘やかさと酸味が拮抗した心地いい飲み心地に仕上がっています。 13,000円（税込）以上で配送料無料（北海道・沖縄は1,100円割引） ※ご注文内容によって止むを得ず2個口になる場合は別途送料がかかります。そのような場合は担当者よりご連絡させていただきます。 【ギフト包装について】包装をご希望の方はカートページ備考欄に包装",,,先代の保広杜氏が伝えた広島吟醸造りの技と、現代の富久長の融合を果たすために、敢えて原料の一部として使いました。,,"""FUKUCHO LEGACY II"" ""今田酒造本店"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
今田酒造本店,富久長,八反草 サタケシリーズ GENKEI,その他,広島県安芸高田市産八反草（契約栽培）,,一般流通,公式オンラインショップで在庫あり,https://fukucho.jp/products/hattansogenkei,200,富久長 八反草 サタケシリーズ GENKEI – 富久長｜FUKUCHO,"三浦仙三郎が確立した軟水醸造法と、日本で初めての動力精米機を開発したサタケ（東広島市）の精米技術によって生まれた広島吟醸酒。120年余りの月日を経て、吟醸酒は新たなステージへ扉を開きます。イノベーションの着眼点は米のカタチ。米を球形に磨く従来型から、玄米と同じ形に磨く原形精米（真吟）へ。最新鋭の精米機が精米60%で従来型の精米40%と同じたんぱく質の削減率を実現しました。直汲み原酒を1本ずつ丁寧に瓶火入れ、瓶貯蔵しているので、搾りたてのフレッシュな風味を保っています。 Artwork: Yutaka Kawai 13,000円（税込）以上で配送料無料（北海道・沖縄は1,100円割引） ※ご注文内容によって止むを得ず2個口になる場合は 三浦仙三郎が確立した軟水醸造法と、日本で初めての動力精米機を開発したサタケ（東広島市）の精米技術によって生まれた広島吟醸酒。120年余りの月日を経て、吟醸酒は新たなステージへ扉を開きます。イノベーションの着眼点は米のカタチ。米を球形に磨く従来型から、玄米と同じ形に磨く原形精米（真吟）へ。最新鋭の精米機が精米60%で従来型の精米40%と同じたんぱく質の削減率を実現しました。直汲み原酒を1本ずつ丁寧に瓶火入れ、瓶貯蔵しているので、搾りたてのフレッシュな風味を保っています。 Artwork: Yutaka Kawai 13,000円（税込）以上で配送料無料（北海道・沖縄は1,100円割引） ※ご注文内容によって止むを得ず2個口になる場合は",,,,,"""八反草 サタケシリーズ GENKEI"" ""今田酒造本店"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
今田酒造本店,富久長,八反草 サタケシリーズ HENPEI,その他,広島県安芸高田市産八反草（契約栽培）,,一般流通,公式オンラインショップで在庫あり,https://fukucho.jp/products/hattansohenpei,200,富久長 八反草 サタケシリーズ HENPEI – 富久長｜FUKUCHO,"三浦仙三郎が確立した軟水醸造法と、日本で初めての動力精米機を開発したサタケ（東広島市）の精米技術によって生まれた広島吟醸酒。120年余りの月日を経て、吟醸酒は新たなステージへ扉を開きます。イノベーションの着眼点は米のカタチ。米を球形に磨く従来型から、薄く磨く扁平精米（真吟）へ。最新鋭の精米機が精米60%で従来型の精米40%と同じたんぱく質の削減率を実現しました。直汲み原酒を1本ずつ丁寧に瓶火入れ、瓶貯蔵しているので、搾りたてのフレッシュな風味を保っています。 Artwork: Yutaka Kawai 13,000円（税込）以上で配送料無料（北海道・沖縄は1,100円割引） ※ご注文内容によって止むを得ず2個口になる場合は別途送料が 三浦仙三郎が確立した軟水醸造法と、日本で初めての動力精米機を開発したサタケ（東広島市）の精米技術によって生まれた広島吟醸酒。120年余りの月日を経て、吟醸酒は新たなステージへ扉を開きます。イノベーションの着眼点は米のカタチ。米を球形に磨く従来型から、薄く磨く扁平精米（真吟）へ。最新鋭の精米機が精米60%で従来型の精米40%と同じたんぱく質の削減率を実現しました。直汲み原酒を1本ずつ丁寧に瓶火入れ、瓶貯蔵しているので、搾りたてのフレッシュな風味を保っています。 Artwork: Yutaka Kawai 13,000円（税込）以上で配送料無料（北海道・沖縄は1,100円割引） ※ご注文内容によって止むを得ず2個口になる場合は別途送料が",,,,,"""八反草 サタケシリーズ HENPEI"" ""今田酒造本店"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
今田酒造本店,富久長,八反草 純米 ハイブリッド生酛 特別栽培米R3,純米,八反草（契約栽培）,,一般流通,公式オンラインショップで在庫あり,https://fukucho.jp/products/hybridkimoto-r3-2021by,200,富久長 八反草 純米 ハイブリッド生酛 特別栽培米R3 – 富久長｜FUKUCHO,"自然界の様々な微生物の営みや法則を深く理解した先人の知恵によって磨かれてきた日本の酒造り。私たちも自然から多くのことを感じ、学びながら生きる喜びにあふれる酒造りをしたいと思います。2022BYよりハイブリッド生酛は生酛から選抜した乳酸菌を使用。原料米は唯一富久長が育てる広島在来品種の八反草。掛米の80％に原形精米したR３圃場の特別栽培米を使用しています。 13,000円（税込）以上で配送料無料（北海道・沖縄は1,100円割引） ※ご注文内容によって止むを得ず2個口になる場合は別途送料がかかります。そのような場合は担当者よりご連絡させていただきます。 【ギフト包装について】ギフト包装をご希望の方は「ギフト包装・紙袋」を併せてご注文 自然界の様々な微生物の営みや法則を深く理解した先人の知恵によって磨かれてきた日本の酒造り。私たちも自然から多くのことを感じ、学びながら生きる喜びにあふれる酒造りをしたいと思います。2022BYよりハイブリッド生酛は生酛から選抜した乳酸菌を使用。原料米は唯一富久長が育てる広島在来品種の八反草。掛米の80％に原形精米したR３圃場の特別栽培米を使用しています。 13,000円（税込）以上で配送料無料（北海道・沖縄は1,100円割引） ※ご注文内容によって止むを得ず2個口になる場合は別途送料がかかります。そのような場合は担当者よりご連絡させていただきます。 【ギフト包装について】ギフト包装をご希望の方は「ギフト包装・紙袋」を併せてご注文",,,,,"""八反草 純米 ハイブリッド生酛 特別栽培米R3"" ""今田酒造本店"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
今田酒造本店,富久長,八反草 純米 ハイブリッド生酛 特別栽培米R4,純米,八反草（契約栽培）,,一般流通,公式オンラインショップで在庫あり,https://fukucho.jp/products/hybridkimoto-r4-2022by,200,富久長 八反草 純米 ハイブリッド生酛 特別栽培米R4 – 富久長｜FUKUCHO,"自然界の様々な微生物の営みや法則を深く理解した先人の知恵によって磨かれてきた日本の酒造り。私たちも自然から多くのことを感じ、学びながら生きる喜びにあふれる酒を造りたいと思います。2022BYよりハイブリッド生酛は生酛から選抜した乳酸菌を使用。原料米は唯一富久長が育てる広島在来品種の八反草。掛米の80％に原形精米したR4圃場の特別栽培米を使用しています。 13,000円（税込）以上で配送料無料（北海道・沖縄は1,100円割引） ※ご注文内容によって止むを得ず2個口になる場合は別途送料がかかります。そのような場合は担当者よりご連絡させていただきます。 【ギフト包装について】ギフト包装をご希望の方は「ギフト包装・紙袋」を併せてご注文くださ 自然界の様々な微生物の営みや法則を深く理解した先人の知恵によって磨かれてきた日本の酒造り。私たちも自然から多くのことを感じ、学びながら生きる喜びにあふれる酒を造りたいと思います。2022BYよりハイブリッド生酛は生酛から選抜した乳酸菌を使用。原料米は唯一富久長が育てる広島在来品種の八反草。掛米の80％に原形精米したR4圃場の特別栽培米を使用しています。 13,000円（税込）以上で配送料無料（北海道・沖縄は1,100円割引） ※ご注文内容によって止むを得ず2個口になる場合は別途送料がかかります。そのような場合は担当者よりご連絡させていただきます。 【ギフト包装について】ギフト包装をご希望の方は「ギフト包装・紙袋」を併せてご注文くださ",,,,,"""八反草 純米 ハイブリッド生酛 特別栽培米R4"" ""今田酒造本店"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
今田酒造本店,富久長,八反草 純米 軟水仕込 辛口,純米,八反草（契約栽培）,60% / 65%,一般流通,公式オンラインショップで在庫あり,https://fukucho.jp/products/hattansojunmai,200,富久長 八反草 純米 軟水仕込 辛口 – 富久長｜FUKUCHO,"低精米では硬く溶けにくい八反草ですが、蒸米工程での弊社独自の工夫や真吟精米の技術、広島県の新しい令和一号酵母との出会いなどによって、軽やかでおおらかなこなれた味わいに仕上げました。富久長らしい水のやわらかさを感じさせ、甘さに頼らず食事にあわせやすい旨味のある辛口です。ラベルにも軟水仕込・辛口と明記いたしました。 🎖️ 2026年 IWC2026 Junmai部門 シルバーメダル 13,000円（税込）以上で配送料無料（北海道・沖縄は1,100円割引） ※ご注文内容によって止むを得ず2個口になる場合は別途送料がかかります。そのような場合は担当者よりご連絡させていただきます。 【ギフト包装について】ギフト包装をご希望の方は「ギフト包装・ 低精米では硬く溶けにくい八反草ですが、蒸米工程での弊社独自の工夫や真吟精米の技術、広島県の新しい令和一号酵母との出会いなどによって、軽やかでおおらかなこなれた味わいに仕上げました。富久長らしい水のやわらかさを感じさせ、甘さに頼らず食事にあわせやすい旨味のある辛口です。ラベルにも軟水仕込・辛口と明記いたしました。 🎖️ 2026年 IWC2026 Junmai部門 シルバーメダル 13,000円（税込）以上で配送料無料（北海道・沖縄は1,100円割引） ※ご注文内容によって止むを得ず2個口になる場合は別途送料がかかります。そのような場合は担当者よりご連絡させていただきます。 【ギフト包装について】ギフト包装をご希望の方は「ギフト包装・",,,"🎖️ 2026年 IWC2026 Junmai部門 シルバーメダル 13,000円（税込）以上で配送料無料（北海道・沖縄は1,100円割引） ※ご注文内容によって止むを得ず2個口になる場合は別途送料がかかります。",,"""八反草 純米 軟水仕込 辛口"" ""今田酒造本店"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
今田酒造本店,富久長,八反草 純米吟醸,純米吟醸,八反草（契約栽培）,50% / 60%,一般流通,公式オンラインショップで在庫あり / 二次DBでも存在確認,https://fukucho.jp/products/hattanso-junmaiginjo,200,富久長 八反草 純米吟醸 – 富久長｜FUKUCHO,富久長が復活栽培した八反草を、安芸津で受け継いだ伝統の吟醸造りで醸しました。口当たりは柔らかで、旨味たっぷりなのに見事なまでスカッと切れるあと口のよさは、八反草ならでは。ポテンシャルを最大限に引き出した富久長のフラッグシップといえる銘柄です。直汲み原酒を1本ずつ丁寧に瓶火入れ、瓶貯蔵しているので、搾りたてのフレッシュな風味を保っています。🎖️ 2026年 IWC2026 Junmai部門 シルバーメダル🎖️ 2026年 タイ BANGKOK SAKE CHALLENGE 金賞受賞🎖️ 2022年 フランス KURA MASTER 純米酒部門 金賞受賞🎖️ 2021年 スペイン CINVE 日本酒・焼酎部門 金賞受賞🎖️ 2019年 富久長が復活栽培した八反草を、安芸津で受け継いだ伝統の吟醸造りで醸しました。口当たりは柔らかで、旨味たっぷりなのに見事なまでスカッと切れるあと口のよさは、八反草ならでは。ポテンシャルを最大限に引き出した富久長のフラッグシップといえる銘柄です。直汲み原酒を1本ずつ丁寧に瓶火入れ、瓶貯蔵しているので、搾りたてのフレッシュな風味を保っています。🎖️ 2026年 IWC2026 Junmai部門 シルバーメダル🎖️ 2026年 タイ BANGKOK SAKE CHALLENGE 金賞受賞🎖️ 2022年 フランス KURA MASTER 純米酒部門 金賞受賞🎖️ 2021年 スペイン CINVE 日本酒・焼酎部門 金賞受賞🎖️ 2019年,,,,,"""八反草 純米吟醸"" ""今田酒造本店"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
今田酒造本店,富久長,八反草 純米吟醸 ハイブリッド生酛,純米吟醸,広島県安芸高田市産八反草（契約栽培）,,一般流通,公式オンラインショップで在庫あり,https://fukucho.jp/products/hybridkimoto-junmaiginjo,200,富久長 八反草 純米吟醸 ハイブリッド生酛 – 富久長｜FUKUCHO,"2013年、富久長は高温糖化と古来伝統の生酛系酒母を組み合わせたハイブリッド酒母を編み出しました。この新しい技術に磨きをかけ、富久長が復活栽培を遂げた八反草らしさを最大限に引き出したのが、ハイブリッド生酛です。八反草の繊細な個性や吟醸酒ならではのきれいな香りはそのままに、複雑で奥深い味わいをめざしました。旨味ののった味わいは、冷たい温度から常温まで幅広い温度帯でお楽しみいただけます。 13,000円（税込）以上で配送料無料（北海道・沖縄は1,100円割引） ※ご注文内容によって止むを得ず2個口になる場合は別途送料がかかります。そのような場合は担当者よりご連絡させていただきます。 【ギフト包装について】ギフト包装をご希望の方は「ギ 2013年、富久長は高温糖化と古来伝統の生酛系酒母を組み合わせたハイブリッド酒母を編み出しました。この新しい技術に磨きをかけ、富久長が復活栽培を遂げた八反草らしさを最大限に引き出したのが、ハイブリッド生酛です。八反草の繊細な個性や吟醸酒ならではのきれいな香りはそのままに、複雑で奥深い味わいをめざしました。旨味ののった味わいは、冷たい温度から常温まで幅広い温度帯でお楽しみいただけます。 13,000円（税込）以上で配送料無料（北海道・沖縄は1,100円割引） ※ご注文内容によって止むを得ず2個口になる場合は別途送料がかかります。そのような場合は担当者よりご連絡させていただきます。 【ギフト包装について】ギフト包装をご希望の方は「ギ",,,この新しい技術に磨きをかけ、富久長が復活栽培を遂げた八反草らしさを最大限に引き出したのが、ハイブリッド生酛です。,,"""八反草 純米吟醸 ハイブリッド生酛"" ""今田酒造本店"" 発売 OR 新発売 OR 受賞 OR リニューアル OR 限定",[],
