酒蔵,ブランド,商品名,メイン表採否,除外理由,ブランド史,個別商品の歴史,根拠区分,根拠URL,公開ページ日,ページ更新日,根拠抜粋,調査日
賀茂鶴酒造,賀茂鶴,本醸造 上等酒,収録,,1873（明治6）年9月9日に命名。「賀茂」は地名と「醸す」に通じ、「鶴」は気高い瑞鳥を表し、品質日本一を目指す志を込めた。創業時から続く蔵の中核銘柄である。,蔵の代表商品として位置づけられる。2026-09-06時点で公式商品ページに現行品として掲載され、本醸造の設計で展開されている。,現行商品位置づけ,https://shop.kamotsuru.jp/SHOP/joutou1800.html,,,数量: 本 在庫: ○ 在庫 ○ 返品についての詳細はこちら 香味のバランスのとれた料理とよく合う伝統の本醸造 冷やでも燗でも楽しんでいただける、食中にオススメのお酒です。 | 国内外の品評会で賞をいただきました 国内外のコンテストで評価をいただき、国内では『全国燗酒コンテスト』お値打ち燗酒 ぬる燗部門で2015年・2018年・2025年、お値打ち燗酒 熱燗部門で2019年・2022年・2024年と計6度金賞を受賞。 | 2019年には海外の『ロンドン酒チャレンジ』本醸造部門,2026-09-06
賀茂鶴酒造,賀茂鶴,本醸造生貯蔵酒 ひやしざけ,収録,,1873（明治6）年9月9日に命名。「賀茂」は地名と「醸す」に通じ、「鶴」は気高い瑞鳥を表し、品質日本一を目指す志を込めた。創業時から続く蔵の中核銘柄である。,限定商品として展開される。2026-09-06時点で公式商品ページに現行品として掲載され、本醸造の設計で展開されている。,現行商品位置づけ,https://shop.kamotsuru.jp/SHOP/hiyashizake720.html,,,数量: 本 在庫: 品切れ 在庫 品切れ 返品についての詳細はこちら 本醸造生貯蔵酒 ひやしざけ 令和八年 夏の季節酒、「ひやしざけ」は6月5日(金)より出荷を開始いたします。 | 仕込み蔵は最新の空調・機械設備を有する「四号蔵」。 | 中須賀杜氏を中心とした四号蔵醸造スタッフが丹念に仕込みました。 | 搾ったお酒は生酒の状態で貯蔵し、出荷前に火入れを一回行う「生貯蔵酒」としてフレッシュさを残したまま、出荷いたします。,2026-09-06
賀茂鶴酒造,賀茂鶴,樽酒,収録,,1873（明治6）年9月9日に命名。「賀茂」は地名と「醸す」に通じ、「鶴」は気高い瑞鳥を表し、品質日本一を目指す志を込めた。創業時から続く蔵の中核銘柄である。,杉樽由来の香りを生かす樽酒として継続販売され、全国燗酒コンテスト特殊ぬる燗部門で2020年金賞、2023年最高金賞を受賞。祝い酒だけでなく燗酒としても評価を積み重ねている。,個別沿革確認,https://shop.kamotsuru.jp/SHOP/taruzake1800.html,,,2020年の『全国燗酒コンテスト』の特殊ぬる燗部門（にごり酒・古酒・樽酒・極甘酒などの種類を45度で審査）で金賞をいただき、2023年の同コンテスト（同部門）で最高金賞をいただきました。 | 歴代の杜氏が醸し続けてきた味を守ることは、ただ同じ味を造り続けることではありません。,2026-09-06
賀茂鶴酒造,賀茂鶴,特別本醸造 蔵出し原酒,収録,,1873（明治6）年9月9日に命名。「賀茂」は地名と「醸す」に通じ、「鶴」は気高い瑞鳥を表し、品質日本一を目指す志を込めた。創業時から続く蔵の中核銘柄である。,蔵元限定で展開される。原酒という仕立てで通常品と区別される。2026-09-06時点で公式商品ページに現行品として掲載され、特別本醸造の設計で展開されている。,現行商品位置づけ,https://shop.kamotsuru.jp/SHOP/kuradashi-genshu720.html,,,数量: 本 在庫: ○ 在庫 ○ 返品についての詳細はこちら 穏やかな香りとまろやかな旨味が特徴の原酒 広島県の豊かな自然に育まれた酒造好適米だけを吟味し、 丹念に磨き、じっくりと伏流水で仕込みました。 | 見学室直売所でしか買えない特別なお酒 ※見学室直売所と賀茂鶴メンバーズ会員様限定販売の商品です。 | 」 実はこれこそ、代々の杜氏から現在の杜氏まで脈々と受け継がれてきた賀茂鶴の酒の本質。 | 各蔵の事務所や会所場（休憩所）に飾されたこの額の存在は、杜氏たちが飽くことなく,2026-09-06
賀茂鶴酒造,賀茂鶴,特別本醸造 超特撰特等酒,収録,,1873（明治6）年9月9日に命名。「賀茂」は地名と「醸す」に通じ、「鶴」は気高い瑞鳥を表し、品質日本一を目指す志を込めた。創業時から続く蔵の中核銘柄である。,賀茂鶴本流の特別本醸造として長く展開され、2011年の燗酒コンテストで最高位の大賞を受賞。全国の老舗飲食店でも扱われてきた食中酒ラインの一つである。,個別沿革確認,https://shop.kamotsuru.jp/SHOP/tokutou1800.html,,,数量: 本 在庫: ○ 在庫 ○ 返品についての詳細はこちら 賀茂鶴酒造株式会社法人設立100周年記念キャンペーン「賀茂鶴 Instagram フォトコンテスト」の2017年11月受賞作品 しっかり楽しめる、日本酒の定番サイズ 容器サイズ 1.8L１本化粧箱入 サイズ：115×115×410（ｍｍ） （1.8L瓶サイズ：110×110×400（ｍｍ）） ふくよかな香りと程よいコク 伝統の特別本醸造酒 燗酒に最適。 | 広島県の豊かな自然に育まれた酒造好適米だけを吟味し、 丹念,2026-09-06
賀茂鶴酒造,賀茂鶴,生囲い純米,収録,,1873（明治6）年9月9日に命名。「賀茂」は地名と「醸す」に通じ、「鶴」は気高い瑞鳥を表し、品質日本一を目指す志を込めた。創業時から続く蔵の中核銘柄である。,2026-09-06時点で公式商品ページに現行品として掲載され、純米の設計で展開されている。,現行商品位置づけ,https://shop.kamotsuru.jp/SHOP/namakakoi-junmai720.html,,,"シーン コンテスト受賞酒 生囲い純米 720ml 価格: ¥1,298 (税込) [ポイント還元 12ポイント～] 販売期間： 包装形態をお選びください【必須】: のし紙をご選択の場合は、化粧箱にのし紙を貼り、その上から包装いたします。 | 数量: 本 在庫: ○ 在庫 ○ 返品についての詳細はこちら 冷蔵庫に収まるサイズ 容器サイズ 720ml １本入化粧箱 サイズ：83×83×301（ｍｍ） （720ml瓶サイズ：77×77×296（mm）） 米の旨味を生かした新鮮で爽や",2026-09-06
賀茂鶴酒造,賀茂鶴,生貯蔵酒 冷温「蔵生」囲い,収録,,1873（明治6）年9月9日に命名。「賀茂」は地名と「醸す」に通じ、「鶴」は気高い瑞鳥を表し、品質日本一を目指す志を込めた。創業時から続く蔵の中核銘柄である。,冷やして楽しむ生貯蔵酒として展開され、2020年「ワイングラスでおいしい日本酒アワード」メイン部門で金賞を受賞。生貯蔵酒のフレッシュさを前面に出す現行商品である。,個別沿革確認,https://shop.kamotsuru.jp/SHOP/kuranama1800.html,,,2019 年イギリスで開催された「ロンドン酒チャレンジ」普通酒部門で金賞に選ばれ、 2020年には「ワイングラスでおいしい日本酒アワード」アワードメイン部門金賞に選ばれました。,2026-09-06
賀茂鶴酒造,賀茂鶴,白壁の郷,収録,,1873（明治6）年9月9日に命名。「賀茂」は地名と「醸す」に通じ、「鶴」は気高い瑞鳥を表し、品質日本一を目指す志を込めた。創業時から続く蔵の中核銘柄である。,もち米を加える仕込みで独自の味わいを作っている。2026-09-06時点で公式商品ページに現行品として掲載され、普通酒・上撰の設計で展開されている。,現行商品位置づけ,https://shop.kamotsuru.jp/SHOP/sirakabe1800.html,,,数量: 本 在庫: ○ 在庫 ○ 返品についての詳細はこちら もち米を加えて仕上げた四段仕込 甘口の味わい 最も日本酒が消費されていた頃の濃醇旨口の味わいです。 | 全国燗酒コンテスト2025にて金賞受賞 2025年8月19日、お燗にして美味しいお酒を審査する「全国燗酒コンテスト2025」の審査結果が発表され、 「白壁の郷」がお値打ち熱燗部門（審査温度50℃～55℃）で金賞を受賞しました。 | 粒の揃った良質な酒米を使うことができるのは、地元農家の協力があるからこそ。 | ま,2026-09-06
賀茂鶴酒造,賀茂鶴,純米吟醸,収録,,1873（明治6）年9月9日に命名。「賀茂」は地名と「醸す」に通じ、「鶴」は気高い瑞鳥を表し、品質日本一を目指す志を込めた。創業時から続く蔵の中核銘柄である。,限定商品として展開される。2026-09-06時点で公式商品ページに現行品として掲載され、純米吟醸の設計で展開されている。,現行商品位置づけ,https://shop.kamotsuru.jp/SHOP/GP-A1.html,,,選択してください ご自宅用（包装なし・のしなし） 包装あり・のしなし のし：御祝×蝶結 のし：御祝×結切(婚礼関係) のし：御礼×蝶結 のし：御礼×結切(婚礼関係) のし：御中元 のし：御歳暮 のし：内祝×蝶結 のし：内祝×結切(婚礼関係) のし：御誕生日御祝 のし：新築御祝 のし：還暦御祝 のし：粗品×蝶結 のし：無地×蝶結 のし：無地×結切(婚礼関係) のし：御供×蓮のし(弔事) のし：御供×黄白(弔事) のし：志×蓮のし(弔事) のし：志×黄白(弔事) のし：その他 の,2026-09-06
賀茂鶴酒造,賀茂鶴,純米吟醸 一滴入魂,収録,,1873（明治6）年9月9日に命名。「賀茂」は地名と「醸す」に通じ、「鶴」は気高い瑞鳥を表し、品質日本一を目指す志を込めた。創業時から続く蔵の中核銘柄である。,2014年・2018年の「ワイングラスでおいしい日本酒アワード」金賞、2016年の全国燗酒コンテスト最高金賞などを受賞。2020年度にはANA国際線ビジネスクラスにも採用され、冷酒・燗双方で評価を重ねてきた。,個別沿革確認,https://shop.kamotsuru.jp/SHOP/itteki720.html,,,最高金賞をいただきました 純米吟醸「一滴入魂」は、「ワイングラスでおいしい日本酒アワード」で2014年と2018年にメインアワード部門で金賞に選ばれました。 | 2016年には温めて美味しい日本酒を専門家が選ぶ大会「全国燗酒コンテスト」プレミアム燗酒部門で最高金賞に選ばれました。 | そして、2025年にもプレミアム熱燗部門金賞にも選ばれています。 | また、この純米吟醸「一滴入魂」は、海外でも評価が高く、2019年 中国で開催された「SAKE-China」吟醸 / 純米吟醸,2026-09-06
賀茂鶴酒造,賀茂鶴,純米吟醸 五,収録,,1873（明治6）年9月9日に命名。「賀茂」は地名と「醸す」に通じ、「鶴」は気高い瑞鳥を表し、品質日本一を目指す志を込めた。創業時から続く蔵の中核銘柄である。,限定商品として展開される。2026-09-06時点で公式商品ページに現行品として掲載され、純米吟醸の設計で展開されている。,現行商品位置づけ,https://shop.kamotsuru.jp/SHOP/junmaiginjo-go.html,,,数量: 本 在庫: ○ 在庫 ○ 返品についての詳細はこちら 香り穏やかで旨味のある、食中酒に適した純米吟醸酒 原料に幻の酒米「広島錦」、「協会５号酵母（賀茂鶴酵母）」を用い醸しました。 | 賀茂鶴酒造発祥の「協会５号酵母」で醸した純米酒 明治時代に酵母がアルコールを造っていることが分かり、日本醸造協会が良質な酒を醸す銘醸蔵の酵母を純粋培養し、全国の酒蔵に配布するようになったのが協会酵母の始まりです。 | 賀茂鶴酵母の優秀性が認められ、５番目の「協会酵母」として各地の蔵に配布,2026-09-06
賀茂鶴酒造,賀茂鶴,純米大吟醸 大吟峰,収録,,1873（明治6）年9月9日に命名。「賀茂」は地名と「醸す」に通じ、「鶴」は気高い瑞鳥を表し、品質日本一を目指す志を込めた。創業時から続く蔵の中核銘柄である。,2026-09-06時点で公式商品ページに現行品として掲載され、純米大吟醸、使用米 山田錦100%、精米歩合 50％の設計で展開されている。,現行商品位置づけ,https://shop.kamotsuru.jp/SHOP/originalbottle_DK-B1.html,,,企業様の周年や新年のご挨拶、ご勇退の記念などビジネスシーンでもお使いいただけます。 | アルコール分：15度以上16度未満 原材料名：米(広島県産)、米こうじ(広島県産米) 精米歩合：50％ 原料米：山田錦 100% 酒米の王様「山田錦」 「山田錦」は、数ある酒造好適米の中でも、その品質、知名度、作付面積でトップを誇る品種で、「酒造好適米(酒米)の王様」とも呼ばれています。 | 2017年の雑誌「pen」でソムリエが選ぶおいしい日本酒として掲載され、 2020年には「ワイング,2026-09-06
賀茂鶴酒造,賀茂鶴,純米大吟醸 広島錦,収録,,1873（明治6）年9月9日に命名。「賀茂」は地名と「醸す」に通じ、「鶴」は気高い瑞鳥を表し、品質日本一を目指す志を込めた。創業時から続く蔵の中核銘柄である。,希少な酒米「広島錦」と賀茂鶴発祥の協会5号酵母を組み合わせた商品。2019年Kura Master日本酒コンクール純米大吟醸部門で金賞を受賞した。,個別沿革確認,https://shop.kamotsuru.jp/SHOP/HK-180.html,,,選択してください ご自宅用（包装なし・のしなし） 包装あり・のしなし のし：御祝×蝶結 のし：御祝×結切(婚礼関係) のし：御礼×蝶結 のし：御礼×結切(婚礼関係) のし：御中元 のし：御歳暮 のし：内祝×蝶結 のし：内祝×結切(婚礼関係) のし：御誕生日御祝 のし：新築御祝 のし：還暦御祝 のし：粗品×蝶結 のし：無地×蝶結 のし：無地×結切(婚礼関係) のし：御供×蓮のし(弔事) のし：御供×黄白(弔事) のし：志×蓮のし(弔事) のし：志×黄白(弔事) のし：その他 の,2026-09-06
賀茂鶴酒造,賀茂鶴,純米大吟醸 広島錦 精米歩合38% 超辛口,収録,,1873（明治6）年9月9日に命名。「賀茂」は地名と「醸す」に通じ、「鶴」は気高い瑞鳥を表し、品質日本一を目指す志を込めた。創業時から続く蔵の中核銘柄である。,限定商品として展開される。2026-09-06時点で公式商品ページに現行品として掲載され、純米大吟醸の設計で展開されている。,現行商品位置づけ,https://shop.kamotsuru.jp/SHOP/hiroshimanishiki38_karakuchi.html,,,他の商品も一緒にご注文の場合、この商品に合わせて出荷します。 | 選択してください ご自宅用（包装なし・のしなし） 包装あり・のしなし のし：御祝×蝶結 のし：御祝×結切(婚礼関係) のし：御礼×蝶結 のし：御礼×結切(婚礼関係) のし：御中元 のし：御歳暮 のし：内祝×蝶結 のし：内祝×結切(婚礼関係) のし：御誕生日御祝 のし：新築御祝 のし：還暦御祝 のし：粗品×蝶結 のし：無地×蝶結 のし：無地×結切(婚礼関係) のし：御供×蓮のし(弔事) のし：御供×黄白(弔事) ,2026-09-06
賀茂鶴酒造,賀茂鶴,純米大吟醸 広系酒33号,収録,,1873（明治6）年9月9日に命名。「賀茂」は地名と「醸す」に通じ、「鶴」は気高い瑞鳥を表し、品質日本一を目指す志を込めた。創業時から続く蔵の中核銘柄である。,蔵元限定で展開される。新しい酒米を採用した商品として開発されている。2026-09-06時点で公式商品ページに現行品として掲載され、純米大吟醸の設計で展開されている。,現行商品位置づけ,https://shop.kamotsuru.jp/SHOP/junmaidaiginjo-hirokei720.html,,,数量: 本 在庫: ○ 在庫 ○ 返品についての詳細はこちら 冷蔵庫に収まるサイズ 容器サイズ 720ml １本入化粧箱 サイズ：83×83×301（ｍｍ） （720ml瓶サイズ：77×77×296（mm）） 新しい酒米で醸した純米大吟醸 酒米「広系酒三十三号」を精米歩合50％まで磨き醸した純米大吟醸酒。 | 「広系酒三十三号」は広島県立総合技術研究所農業技術センターが開発した新しい酒米です。 | 【新規酒造好適米として申請中】 本数限定 ※見学室直売所と賀茂鶴メンバーズ会員,2026-09-06
賀茂鶴酒造,賀茂鶴,純米大吟醸 瑞兆賀茂鶴,収録,,1873（明治6）年9月9日に命名。「賀茂」は地名と「醸す」に通じ、「鶴」は気高い瑞鳥を表し、品質日本一を目指す志を込めた。創業時から続く蔵の中核銘柄である。,現代の名工・黄綬褒章受章者の幸田邦昭名誉杜氏の技を商品化し、2010年4月12日に販売を開始。当初は限定1000本として案内された純米大吟醸である。,個別沿革確認,https://shop.kamotsuru.jp/SHOP/zuicho720.html,,,他の商品も一緒にご注文の場合、この商品に合わせて出荷します。 | 選択してください ご自宅用（包装なし・のしなし） 包装あり・のしなし のし：御祝×蝶結 のし：御祝×結切(婚礼関係) のし：御礼×蝶結 のし：御礼×結切(婚礼関係) のし：御中元 のし：御歳暮 のし：内祝×蝶結 のし：内祝×結切(婚礼関係) のし：御誕生日御祝 のし：新築御祝 のし：還暦御祝 のし：粗品×蝶結 のし：無地×蝶結 のし：無地×結切(婚礼関係) のし：御供×蓮のし(弔事) のし：御供×黄白(弔事) ,2026-09-06
賀茂鶴酒造,賀茂鶴,純米酒,収録,,1873（明治6）年9月9日に命名。「賀茂」は地名と「醸す」に通じ、「鶴」は気高い瑞鳥を表し、品質日本一を目指す志を込めた。創業時から続く蔵の中核銘柄である。,料理に寄り添う爽快辛口の純米酒として長く定番ラインを担い、2025年「ワイングラスでおいしい日本酒アワード」メイン部門で金賞を受賞。冷酒・燗を問わない食中酒として現在も展開されている。,個別沿革確認,https://shop.kamotsuru.jp/SHOP/junmai1800.html,,,コンテストで金賞を受賞 16年目を迎える、「ワイングラスでおいしい日本酒アワード」。 | 254社から1091点のエントリーがあり、2025年メイン部門にて金賞を受賞しました。,2026-09-06
賀茂鶴酒造,賀茂鶴,純米酒 しぼりたて,収録,,1873（明治6）年9月9日に命名。「賀茂」は地名と「醸す」に通じ、「鶴」は気高い瑞鳥を表し、品質日本一を目指す志を込めた。創業時から続く蔵の中核銘柄である。,限定商品として展開される。しぼりたてという仕立てで通常品と区別される。2026-09-06時点で公式商品ページに現行品として掲載され、純米、精米歩合 65%の設計で展開されている。,現行商品位置づけ,https://shop.kamotsuru.jp/SHOP/346519/346479/list.html,,,心を込めて仕込んだ新酒を、その名の通り“しぼりたて”の状態で一度だけ火入れし、できたての風味をそのままお届けします。 | 醸した蔵・杜氏のご紹介 醸造は昨年に引き続き、四号蔵杜氏・中須賀玄治が担当。 | 四号蔵は、レギュラー酒を中心に、賀茂鶴ラインナップの多くを仕込む、最新の空調・機械設備を有した醸造蔵。 | 中須賀杜氏の他、若手醸造スタッフ中心に丹念に仕込みました。,2026-09-06
賀茂鶴酒造,賀茂鶴,純米酒 にごり酒,収録,,1873（明治6）年9月9日に命名。「賀茂」は地名と「醸す」に通じ、「鶴」は気高い瑞鳥を表し、品質日本一を目指す志を込めた。創業時から続く蔵の中核銘柄である。,にごりという仕立てで通常品と区別される。2026-09-06時点で公式商品ページに現行品として掲載され、純米の設計で展開されている。,現行商品位置づけ,https://shop.kamotsuru.jp/SHOP/346519/346502/list.html,,,賀茂鶴の杜氏おすすめの季節限定酒 友安総杜氏からのコメント「日本酒未経験の方にも、飲んでいただきたいです。,2026-09-06
賀茂鶴酒造,賀茂鶴,純米酒 ひやおろし,収録,,1873（明治6）年9月9日に命名。「賀茂」は地名と「醸す」に通じ、「鶴」は気高い瑞鳥を表し、品質日本一を目指す志を込めた。創業時から続く蔵の中核銘柄である。,限定商品として展開される。ひやおろしという仕立てで通常品と区別される。2026-09-06時点で公式商品ページに現行品として掲載され、純米の設計で展開されている。,現行商品位置づけ,https://shop.kamotsuru.jp/SHOP/hiyaoroshi720.html,,,数量: 本 在庫: ○ 在庫 ○ 返品についての詳細はこちら ※2026年は9月4日(金)より出荷開始予定 穏やかな香り、深い旨味の熟成した味わい 2026年、秋の季節限定酒「純米 ひやおろし」。 | トンボが舞い始める秋口に、ほどよい熟成を経た飲み頃の状態で出荷されます。 | 〈賀茂鶴酒造 二号蔵杜氏 椋田茂 醸造〉 広島県産「雄町」100％使用 お隣の岡山県で生まれた酒米「雄町（おまち）」は、「山田錦」「五百万石」「美山錦」と並ぶ4大酒造好適米のひとつ。 | 「『ひやおろ,2026-09-06
賀茂鶴酒造,賀茂鶴,花咲かじいさん 純米吟醸 萌えいぶき,収録,,1873（明治6）年9月9日に命名。「賀茂」は地名と「醸す」に通じ、「鶴」は気高い瑞鳥を表し、品質日本一を目指す志を込めた。創業時から続く蔵の中核銘柄である。,限定商品として展開される。2026-09-06時点で公式商品ページに現行品として掲載され、純米吟醸の設計で展開されている。,現行商品位置づけ,https://shop.kamotsuru.jp/SHOP/346441/346462/list.html,,,賀茂鶴の3人の杜氏が季節ごとの日本酒の味わいを醸します。,2026-09-06
賀茂鶴酒造,賀茂鶴,豊醇冷酒,収録,,1873（明治6）年9月9日に命名。「賀茂」は地名と「醸す」に通じ、「鶴」は気高い瑞鳥を表し、品質日本一を目指す志を込めた。創業時から続く蔵の中核銘柄である。,冷酒で楽しむことを前提に設計した賀茂鶴のやや甘口商品。公式直営店では「冷やして楽しむ日本酒」として普通酒群の中で独立して掲載され、300ml・720mlの冷酒向け定番として継続している。,個別沿革確認,https://shop.kamotsuru.jp/SHOP/346437/346505/list.html,,,豊醇冷酒 賀茂鶴酒造株式会社の直営ショッピングサイトです。日本酒はもちろん、梅酒やオリジナルグッズなど、新商品からギフト商品まで多数品揃えしております。,2026-09-06
賀茂鶴酒造,賀茂鶴,賀茂鶴 光壽,収録,,1873（明治6）年9月9日に命名。「賀茂」は地名と「醸す」に通じ、「鶴」は気高い瑞鳥を表し、品質日本一を目指す志を込めた。創業時から続く蔵の中核銘柄である。,瓶内二次発酵を採用している。2026-09-06時点で公式商品ページに現行品として掲載され、精米歩合 28%の設計で展開されている。,現行商品位置づけ,https://shop.kamotsuru.jp/SHOP/kouju750.html,,,他の商品も一緒にご注文の場合、この商品に合わせて出荷します。 | 選択してください ご自宅用（包装なし・のしなし） 包装あり・のしなし のし：御祝×蝶結 のし：御祝×結切(婚礼関係) のし：御礼×蝶結 のし：御礼×結切(婚礼関係) のし：御中元 のし：御歳暮 のし：内祝×蝶結 のし：内祝×結切(婚礼関係) のし：御誕生日御祝 のし：新築御祝 のし：還暦御祝 のし：粗品×蝶結 のし：無地×蝶結 のし：無地×結切(婚礼関係) のし：御供×蓮のし(弔事) のし：御供×黄白(弔事) ,2026-09-06
賀茂鶴酒造,賀茂鶴,金紋,収録,,1873（明治6）年9月9日に命名。「賀茂」は地名と「醸す」に通じ、「鶴」は気高い瑞鳥を表し、品質日本一を目指す志を込めた。創業時から続く蔵の中核銘柄である。,賀茂鶴の伝統的な酒造りを日常酒として伝える芳醇旨口の定番。公式直営店では冷酒・燗の両方に適する食中酒として継続販売され、上撰パックや樽酒とは別の瓶詰定番を担っている。,個別沿革確認,https://shop.kamotsuru.jp/SHOP/kinmon1800.html,,,数量: 本 在庫: ○ 在庫 ○ 返品についての詳細はこちら サイズ 1.8L１本化粧箱入 サイズ：115×115×410（ｍｍ） （1.8L瓶サイズ：110×110×400（ｍｍ）） 柔らかな口当たりで芳醇な味わい 原料米を吟味し、丹念に磨き、じっくりと伏流井水で仕込みました。 | 歴代の杜氏が醸し続けてきた味を守ることは、ただ同じ味を造り続けることではありません。,2026-09-06
賀茂鶴酒造,賀茂鶴,青冴え 2026 純米吟醸生原酒,収録,,1873（明治6）年9月9日に命名。「賀茂」は地名と「醸す」に通じ、「鶴」は気高い瑞鳥を表し、品質日本一を目指す志を込めた。創業時から続く蔵の中核銘柄である。,2026年銘柄として展開された純米吟醸生原酒。火入れをしない生原酒の鮮度を生かす年次・季節型の商品として、2026年の現行ラインに確認できる。,個別沿革確認,https://shop.kamotsuru.jp/SHOP/346441/346462/list.html,,,賀茂鶴の3人の杜氏が季節ごとの日本酒の味わいを醸します。,2026-09-06
賀茂鶴酒造,酒中在心,酒中在心 橙 純米吟醸 生もと 八反35号,収録,,賀茂鶴で長年受け継がれてきた「酒の中に心あり」という言葉をコンセプトに、創業150周年期に展開されたシリーズ。鶯・橙・藍・茜の4種で、米や製法の個性と造り手の思いを表現している。,蔵元限定で展開される。2026-09-06時点で公式商品ページに現行品として掲載され、純米吟醸、使用米 八反35号、精米歩合 60％の設計で展開されている。,現行商品位置づけ,https://shop.kamotsuru.jp/SHOP/shutyuzaishin-daidai_1800.html,,,その原点を大切にしながら、多様なお客様の好みに応える新たな挑戦として誕生したのが「酒中在心」シリーズです。 | 歴代の杜氏が受け継いできた技を守りつつ、さらに新しい味を追求。 | 途絶えていた伝統的な醸造法を復活させ、栽培が難しく長らく使われていなかった酒米も、農家の皆さまと協力して蘇らせました。 | また、あえて落ち着きのある香りをもつクラシカルな酵母を採用し、個性豊かな4種類の純米酒が生まれました。,2026-09-06
賀茂鶴酒造,酒中在心,酒中在心 茜 純米酒 広島錦,収録,,賀茂鶴で長年受け継がれてきた「酒の中に心あり」という言葉をコンセプトに、創業150周年期に展開されたシリーズ。鶯・橙・藍・茜の4種で、米や製法の個性と造り手の思いを表現している。,蔵元限定で展開される。2026-09-06時点で公式商品ページに現行品として掲載され、純米、使用米 広島錦100%、精米歩合 65％の設計で展開されている。,現行商品位置づけ,https://shop.kamotsuru.jp/SHOP/shutyuzaishin-akane_1800.html,,,「酒中在心」を醸す杜氏 二号蔵 杜氏 椋田 茂 1997年賀茂鶴酒造入社。 | 2013年二号蔵杜氏に就任し同年には日本酒造技術研究連盟にて1位を獲得。 | 【全国新酒鑑評会通算7回金賞受賞】（2026年1月現在） クラシカルでかつ現代的な味わい お客様の心に寄り添った新しい酒を目指しました。 | そのため、歴代の杜氏が積み重ねてきた技を大切に引き継ぎながらも、さらなる新しい味わいを求めて、途絶えていた昔ながらの醸造法にも取り組みました。,2026-09-06
賀茂鶴酒造,酒中在心,酒中在心 藍 特別純米酒 生もと 雄町,収録,,賀茂鶴で長年受け継がれてきた「酒の中に心あり」という言葉をコンセプトに、創業150周年期に展開されたシリーズ。鶯・橙・藍・茜の4種で、米や製法の個性と造り手の思いを表現している。,蔵元限定で展開される。2026-09-06時点で公式商品ページに現行品として掲載され、特別純米、使用米 雄町、精米歩合 60％の設計で展開されている。,現行商品位置づけ,https://shop.kamotsuru.jp/SHOP/shutyuzaishin-ai_1800.html,,,その原点を大切にしながら、多様なお客様の好みに応える新たな挑戦として誕生したのが「酒中在心」シリーズです。 | 歴代の杜氏が受け継いできた技を守りつつ、さらに新しい味を追求。 | 途絶えていた伝統的な醸造法を復活させ、栽培が難しく長らく使われていなかった酒米も、農家の皆さまと協力して蘇らせました。 | また、あえて落ち着きのある香りをもつクラシカルな酵母を採用し、個性豊かな4種類の純米酒が生まれました。,2026-09-06
賀茂鶴酒造,酒中在心,酒中在心 鶯 純米大吟醸 山田錦,収録,,賀茂鶴で長年受け継がれてきた「酒の中に心あり」という言葉をコンセプトに、創業150周年期に展開されたシリーズ。鶯・橙・藍・茜の4種で、米や製法の個性と造り手の思いを表現している。,蔵元限定で展開される。2026-09-06時点で公式商品ページに現行品として掲載され、純米大吟醸の設計で展開されている。,現行商品位置づけ,https://shop.kamotsuru.jp/SHOP/shutyuzaishin-uguisu_720.html,,,選択してください ご自宅用（包装なし・のしなし） 包装あり・のしなし のし：御祝×蝶結 のし：御祝×結切(婚礼関係) のし：御礼×蝶結 のし：御礼×結切(婚礼関係) のし：御中元 のし：御歳暮 のし：内祝×蝶結 のし：内祝×結切(婚礼関係) のし：御誕生日御祝 のし：新築御祝 のし：還暦御祝 のし：粗品×蝶結 のし：無地×蝶結 のし：無地×結切(婚礼関係) のし：御供×蓮のし(弔事) のし：御供×黄白(弔事) のし：志×蓮のし(弔事) のし：志×黄白(弔事) のし：その他 の,2026-09-06
金光酒造,桜吹雪,桜吹雪 特別純米うすにごり生,収録,,1880年の創業当時から使われた銘柄の一つで、当時の上位酒だった「桜吹雪」を主力ブランドとして育てた。2003年に「賀茂金秀」が始まった後も、季節商品などで銘柄が受け継がれている。,創業期から続く「桜吹雪」銘柄を現代の季節酒として受け継ぐ特別純米のうすにごり生。毎年2月中旬から販売される春向け限定商品として展開されている。,個別沿革確認,https://www.kamokin.com/line_up/Limited/limited.html,,,株式会社金光酒造Line Up Limited Message About Us Company Access Sake Making Sake Making Process Sake Rice Recent Awards Line Up Regular Limited Liqueur Shop List 北海道・東北地方 関東地方 中部地方 近畿地方 中国地方 九州地方 Gallery Symbol Mark Link Home | LineUp | Limited | L,2026-09-06
金光酒造,賀茂金秀,賀茂金秀 SUITOH,収録,,1994年の自動化を経て、個性ある酒造りへ戻るため2003年に社員蔵人による手造りへ転換した際に立ち上げたブランド。考えを共有する酒販店との直取引から全国出荷を始め、現在の金光酒造の中心銘柄となった。,蔵人・下川氏が自ら育てた米を使う限定酒として、毎年1月中旬から販売される季節商品。造り手が原料米の栽培にも関わる企画を賀茂金秀の限定ラインとして継続している。,個別沿革確認,https://www.kamokin.com/line_up/Limited/limited.html,,,株式会社金光酒造Line Up Limited Message About Us Company Access Sake Making Sake Making Process Sake Rice Recent Awards Line Up Regular Limited Liqueur Shop List 北海道・東北地方 関東地方 中部地方 近畿地方 中国地方 九州地方 Gallery Symbol Mark Link Home | LineUp | Limited | L,2026-09-06
