エリア,酒蔵,ブランド,商品名,元の飲み方,元の飲み方情報,元の飲み方出典URL,おすすめの飲み方,根拠区分,公式ページ検出語,商品出典URL,公式再走査URL
西条エリア7蔵,福美人酒造,福美人,本醸造 舞,燗酒,出典記載,https://www.fukubijin.co.jp/SHOP/3010.html,常温から40℃前後のぬる燗を中心に、日常酒らしいキレと旨味を引き出すのがおすすめ。より熱い燗も適温に含まれる場合は、45〜50℃程度まで上げて後口の締まり方を比べるとよい。,既存の飲み方情報,,https://www.fukubijin.co.jp/SHOP/3010.html,https://www.fukubijin.co.jp/SHOP/3010.html
西条エリア7蔵,福美人酒造,福美人,特別純米酒「ひめあま」,冷酒,酒蔵紹介資料,https://www.goshu-pro.jp/chugokushikoku/hiroshima/2415,10〜15℃程度に冷やして、米の旨味と酸のふくらみを引き出すのがおすすめ。冷やし過ぎると香りや旨味が閉じやすいため、少しずつ温度が上がる変化も楽しむとよい。,既存の飲み方情報,,https://www.fukubijin.co.jp/SHOP/2080.html,https://www.fukubijin.co.jp/SHOP/2080.html
西条エリア7蔵,福美人酒造,福美人,純米酒,燗酒,出典記載,https://www.fukubijin.co.jp/SHOP/2020.html,常温から40℃前後のぬる燗を中心に、米の旨味と酸のふくらみを引き出すのがおすすめ。より熱い燗も適温に含まれる場合は、45〜50℃程度まで上げて後口の締まり方を比べるとよい。,既存の飲み方情報,,https://www.fukubijin.co.jp/SHOP/2020.html,https://www.fukubijin.co.jp/SHOP/2020.html
西条エリア7蔵,福美人酒造,福美人,純米吟醸,燗酒,出典記載,https://www.fukubijin.co.jp/SHOP/1221.html,常温から40℃前後のぬる燗を中心に、吟醸香と軽快な旨味のバランスを活かすのがおすすめ。より熱い燗も適温に含まれる場合は、45〜50℃程度まで上げて後口の締まり方を比べるとよい。,既存の飲み方情報,,https://www.fukubijin.co.jp/SHOP/1221.html,https://www.fukubijin.co.jp/SHOP/1221.html
西条エリア7蔵,賀茂泉酒造,COKUN,COKUN,ロック,出典記載,https://www.kamoizumi.co.jp/sake/index.php,8度の低アルコールと甘酸っぱさを活かすため、よく冷やしてワイングラスや小ぶりのグラスで飲むのがおすすめ。食前酒や軽いデザート酒のように少量ずつ楽しむと、ベリー系を思わせる酸味と甘味が分かりやすい。,公式・個別確認,常温 / ぬる燗 / ロック,https://www.kamoizumi.co.jp/sake/index.php,https://www.kamoizumi.co.jp/sake/index.php
西条エリア7蔵,賀茂泉酒造,賀茂泉,NAO,冷酒 / 燗酒,出典記載,https://online.kamoizumi.com/?pid=151187707,冷酒では輪郭をすっきりと、40℃前後のぬる燗から燗酒では低アルコールの軽やかさを活かす飲み方がおすすめ。食事に合わせるなら冷酒と燗の両方を試し、好みの温度帯を探すとよい。,既存の飲み方情報,,https://online.kamoizumi.com/?pid=151187707,
西条エリア7蔵,賀茂泉酒造,ROCK HOPPER,Rock Hopper Moon Walk,要確認,公開情報で要確認,,秋酒らしいまろやかさを活かすため、10〜15℃程度の冷酒から始め、少しずつ常温に近づけて飲むのがおすすめ。17度の原酒なので、味が強く感じる場合は大きめの氷を一つ入れる飲み方も合う。,公式・個別確認,,https://online.kamoizumi.com/?pid=193198460,
西条エリア7蔵,賀茂泉酒造,賀茂泉,山吹色の酒,常温 / ぬる燗 / ロック,出典記載,https://www.kamoizumi.co.jp/sake/index.php,常温から40℃前後のぬる燗を中心に、吟醸香と軽快な旨味のバランスを活かすのがおすすめ。より熱い燗も適温に含まれる場合は、45〜50℃程度まで上げて後口の締まり方を比べるとよい。,既存の飲み方情報,常温 / ぬる燗 / ロック,https://www.kamoizumi.co.jp/sake/index.php,https://www.kamoizumi.co.jp/sake/index.php
西条エリア7蔵,賀茂泉酒造,賀茂泉,延寿,常温 / ぬる燗 / ロック,出典記載,https://www.kamoizumi.co.jp/sake/index.php,常温から40℃前後のぬる燗を中心に、繊細な香りと上品な旨味を活かすのがおすすめ。より熱い燗も適温に含まれる場合は、45〜50℃程度まで上げて後口の締まり方を比べるとよい。,既存の飲み方情報,常温 / ぬる燗 / ロック,https://www.kamoizumi.co.jp/sake/index.php,https://www.kamoizumi.co.jp/sake/index.php
西条エリア7蔵,賀茂泉酒造,賀茂泉,朱泉本仕込,常温 / ぬる燗 / ロック,出典記載,https://www.kamoizumi.co.jp/sake/index.php,常温から40℃前後のぬる燗を中心に、吟醸香と軽快な旨味のバランスを活かすのがおすすめ。より熱い燗も適温に含まれる場合は、45〜50℃程度まで上げて後口の締まり方を比べるとよい。,既存の飲み方情報,常温 / ぬる燗 / ロック,https://www.kamoizumi.co.jp/sake/index.php,https://www.kamoizumi.co.jp/sake/index.php
西条エリア7蔵,賀茂泉酒造,賀茂泉,次郎丸井水,冷酒 / 熱燗 / 燗酒,出典記載,https://online.kamoizumi.com/?pid=188379071,冷酒では輪郭をすっきりと、40℃前後のぬる燗から燗酒では香味のまとまりを引き出す飲み方がおすすめ。食事に合わせるなら冷酒と燗の両方を試し、好みの温度帯を探すとよい。,既存の飲み方情報,,https://online.kamoizumi.com/?pid=188379071,
西条エリア7蔵,賀茂泉酒造,賀茂泉,皇寿,常温 / ぬる燗 / ロック,出典記載,https://www.kamoizumi.co.jp/sake/index.php,常温から40℃前後のぬる燗を中心に、繊細な香りと上品な旨味を活かすのがおすすめ。より熱い燗も適温に含まれる場合は、45〜50℃程度まで上げて後口の締まり方を比べるとよい。,既存の飲み方情報,常温 / ぬる燗 / ロック,https://www.kamoizumi.co.jp/sake/index.php,https://www.kamoizumi.co.jp/sake/index.php
西条エリア7蔵,賀茂泉酒造,賀茂泉,緑泉本仕込,ロック,出典記載,https://www.kamoizumi.co.jp/sake/index.php,公開情報で明確な推奨温度を確認できないため酒質からの目安。10〜15℃程度の冷酒から常温を起点に、香味のまとまりを引き出す飲み方がおすすめ。少量ずつ温度を変え、香り・甘味・酸味・キレのバランスが最も整うところを探すとよい。,推論,常温 / ぬる燗 / ロック,https://www.kamoizumi.co.jp/sake/index.php,https://www.kamoizumi.co.jp/sake/index.php
西条エリア7蔵,賀茂泉酒造,賀茂泉,青泉 本仕込 生酒,ロック,出典記載,https://online.kamoizumi.com/?pid=191995192,公開情報で明確な推奨温度を確認できないため酒質からの目安。よく冷やした5〜10℃程度の冷酒を起点に、フレッシュさを活かす飲み方がおすすめ。少量ずつ温度を変え、香り・甘味・酸味・キレのバランスが最も整うところを探すとよい。,推論,,https://online.kamoizumi.com/?pid=191995192,
西条エリア7蔵,賀茂泉酒造,賀茂泉,朱泉普通酒,冷酒 / ぬる燗 / 熱燗 / 燗酒,出典記載,https://online.kamoizumi.com/?pid=188378827,冷酒では輪郭をすっきりと、40℃前後のぬる燗から燗酒では日常酒らしいキレと旨味を引き出す飲み方がおすすめ。食事に合わせるなら冷酒と燗の両方を試し、好みの温度帯を探すとよい。,既存の飲み方情報,,https://online.kamoizumi.com/?pid=188378827,
西条エリア7蔵,賀茂泉酒造,賀茂泉,緑泉普通酒,冷酒 / 熱燗 / 燗酒,出典記載,https://online.kamoizumi.com/?pid=188379527,冷酒では輪郭をすっきりと、40℃前後のぬる燗から燗酒では日常酒らしいキレと旨味を引き出す飲み方がおすすめ。食事に合わせるなら冷酒と燗の両方を試し、好みの温度帯を探すとよい。,既存の飲み方情報,,https://online.kamoizumi.com/?pid=188379527,
西条エリア7蔵,賀茂泉酒造,賀茂泉,純米及川,冷酒 / 冷やして / 常温 / 燗酒,出典記載,https://online.kamoizumi.com/?pid=151187597,冷酒では輪郭をすっきりと、40℃前後のぬる燗から燗酒では米の旨味と酸のふくらみを引き出す飲み方がおすすめ。食事に合わせるなら冷酒と燗の両方を試し、好みの温度帯を探すとよい。,既存の飲み方情報,,https://online.kamoizumi.com/?pid=151187597,
西条エリア7蔵,賀茂泉酒造,賀茂泉,純米酒 一 (はじめ),冷酒 / ぬる燗 / 燗酒,出典記載,https://online.kamoizumi.com/?pid=188377558,冷酒では輪郭をすっきりと、40℃前後のぬる燗から燗酒では米の旨味と酸のふくらみを引き出す飲み方がおすすめ。食事に合わせるなら冷酒と燗の両方を試し、好みの温度帯を探すとよい。,既存の飲み方情報,,https://online.kamoizumi.com/?pid=188377558,
西条エリア7蔵,賀茂泉酒造,賀茂泉,純米酒｢広大｣,要確認,公開情報で要確認,,公開情報で明確な推奨温度を確認できないため酒質からの目安。常温から40℃前後のぬる燗を起点に、米の旨味と酸のふくらみを引き出す飲み方がおすすめ。少量ずつ温度を変え、香り・甘味・酸味・キレのバランスが最も整うところを探すとよい。,推論,,https://online.kamoizumi.com/?pid=188370634,
西条エリア7蔵,賀茂泉酒造,賀茂泉,造賀純米生酒,ロック,出典記載,https://www.kamoizumi.co.jp/sake/index.php,公開情報で明確な推奨温度を確認できないため酒質からの目安。よく冷やした5〜10℃程度の冷酒を起点に、フレッシュさを活かす飲み方がおすすめ。少量ずつ温度を変え、香り・甘味・酸味・キレのバランスが最も整うところを探すとよい。,推論,常温 / ぬる燗 / ロック,https://www.kamoizumi.co.jp/sake/index.php,https://www.kamoizumi.co.jp/sake/index.php
西条エリア7蔵,賀茂泉酒造,賀茂泉,造賀純米酒,常温 / ぬる燗,地域観光資料,https://higashihiroshima-digital-sightseeing.com/joy/ichioshi/,常温から40℃前後のぬる燗を中心に、米の旨味と酸のふくらみを引き出すのがおすすめ。より熱い燗も適温に含まれる場合は、45〜50℃程度まで上げて後口の締まり方を比べるとよい。,既存の飲み方情報,,https://online.kamoizumi.com/?pid=188377419,
西条エリア7蔵,賀茂泉酒造,賀茂泉,造賀純米酒 ひやおろし,ロック,出典記載,https://www.kamoizumi.co.jp/sake/index.php,公開情報で明確な推奨温度を確認できないため酒質からの目安。常温から40℃前後のぬる燗を起点に、熟成でまとまった旨味を引き出す飲み方がおすすめ。少量ずつ温度を変え、香り・甘味・酸味・キレのバランスが最も整うところを探すとよい。,推論,常温 / ぬる燗 / ロック,https://www.kamoizumi.co.jp/sake/index.php,https://www.kamoizumi.co.jp/sake/index.php
西条エリア7蔵,賀茂泉酒造,賀茂泉,純米吟醸「古酒」,冷酒 / 常温 / ぬる燗 / 燗酒,出典記載,https://online.kamoizumi.com/?pid=188373081,10〜15℃程度の冷酒を起点に、熟成由来の複雑さをゆっくり開かせるのがおすすめ。常温も適温に含まれるため、グラスの中で少し温度を上げて香りと旨味の変化を比べるとよい。,既存の飲み方情報,,https://online.kamoizumi.com/?pid=188373081,
西条エリア7蔵,賀茂泉酒造,ROCK HOPPER,純米吟醸生原酒 ROCK HOPPER,ロック,出典記載,https://www.kamoizumi.co.jp/sake/index.php,しっかり冷やした冷酒で、爽やかな香りと生原酒のふくらみを楽しむのがおすすめ。原酒の飲みごたえが強く感じられるときは、大きめの氷を一つ入れたロックにすると軽快さが出る。,公式・個別確認,常温 / ぬる燗 / ロック,https://www.kamoizumi.co.jp/sake/index.php,https://www.kamoizumi.co.jp/sake/index.php
西条エリア7蔵,賀茂泉酒造,賀茂泉,蔵元限定 山田錦 純米吟醸生酒,ロック,出典記載,https://kamoizumi.co.jp/syusenkan/s_detail.php?id=510,公開情報で明確な推奨温度を確認できないため酒質からの目安。よく冷やした5〜10℃程度の冷酒を起点に、フレッシュさを活かす飲み方がおすすめ。少量ずつ温度を変え、香り・甘味・酸味・キレのバランスが最も整うところを探すとよい。,推論,ロック,https://kamoizumi.co.jp/syusenkan/s_detail.php?id=510,https://kamoizumi.co.jp/syusenkan/s_detail.php?id=510
西条エリア7蔵,賀茂泉酒造,賀茂泉,青泉純米吟醸生酒,ロック,出典記載,https://www.kamoizumi.co.jp/sake/index.php,公開情報で明確な推奨温度を確認できないため酒質からの目安。よく冷やした5〜10℃程度の冷酒を起点に、フレッシュさを活かす飲み方がおすすめ。少量ずつ温度を変え、香り・甘味・酸味・キレのバランスが最も整うところを探すとよい。,推論,常温 / ぬる燗 / ロック,https://www.kamoizumi.co.jp/sake/index.php,https://www.kamoizumi.co.jp/sake/index.php
西条エリア7蔵,賀茂泉酒造,賀茂泉,純米大吟醸,冷酒 / 冷やして / 燗酒,出典記載,https://online.kamoizumi.com/?pid=188371835,10〜15℃程度の冷酒を起点に、繊細な香りと上品な旨味を活かすのがおすすめ。,既存の飲み方情報,,https://online.kamoizumi.com/?pid=188371835,
西条エリア7蔵,賀茂泉酒造,賀茂泉,純米大吟醸｢広大｣,冷酒 / 燗酒,出典記載,https://online.kamoizumi.com/?pid=188371751,10〜15℃程度の冷酒を起点に、繊細な香りと上品な旨味を活かすのがおすすめ。,既存の飲み方情報,,https://online.kamoizumi.com/?pid=188371751,
西条エリア7蔵,山陽鶴酒造,山陽鶴,大吟醸,冷酒,現行地域商品紹介,https://japan-stroll.com/sightseeing/nontasakagura/,10〜15℃程度の冷酒を起点に、繊細な香りと上品な旨味を活かすのがおすすめ。,既存の飲み方情報,,https://sanyotsuru.jp/archives/product/gosyu,https://sanyotsuru.jp/archives/product/gosyu
西条エリア7蔵,山陽鶴酒造,山陽鶴,上撰,常温 / 熱燗（提供例）,現行飲食店での提供温度,https://www.hotpepper.jp/strJ000661918/drink/,常温から40℃前後のぬる燗を中心に、日常酒らしいキレと旨味を引き出すのがおすすめ。より熱い燗も適温に含まれる場合は、45〜50℃程度まで上げて後口の締まり方を比べるとよい。,既存の飲み方情報,,https://sanyotsuru.jp/archives/product/gosyu,https://sanyotsuru.jp/archives/product/gosyu
西条エリア7蔵,山陽鶴酒造,山陽鶴,本醸造,冷酒 / 常温 / 燗酒,地域観光資料,https://higashihiroshima-digital-sightseeing.com/joy/ichioshi/,冷酒では輪郭をすっきりと、40℃前後のぬる燗から燗酒では日常酒らしいキレと旨味を引き出す飲み方がおすすめ。食事に合わせるなら冷酒と燗の両方を試し、好みの温度帯を探すとよい。,既存の飲み方情報,,https://sanyotsuru.jp/archives/product/gosyu,https://sanyotsuru.jp/archives/product/gosyu
西条エリア7蔵,山陽鶴酒造,山陽鶴,純米吟醸,要確認,公開情報で要確認,,公開情報で明確な推奨温度を確認できないため酒質からの目安。10〜15℃程度の冷酒を起点に、吟醸香と軽快な旨味のバランスを活かす飲み方がおすすめ。少量ずつ温度を変え、香り・甘味・酸味・キレのバランスが最も整うところを探すとよい。,推論,,https://sanyotsuru.jp/archives/product/gosyu,https://sanyotsuru.jp/archives/product/gosyu
西条エリア7蔵,山陽鶴酒造,山陽鶴,純米大吟醸 KUBO,冷酒,現行返礼品で確認,https://www.furusato.aeon.co.jp/gift-in-return/aaa72316281ae6d75280fb28cb3cae46/,10〜15℃程度の冷酒を起点に、繊細な香りと上品な旨味を活かすのがおすすめ。,既存の飲み方情報,,https://www.furusato.aeon.co.jp/gift-in-return/aaa72316281ae6d75280fb28cb3cae46/,
西条エリア7蔵,山陽鶴酒造,山陽鶴,大吟醸 ほんと,冷酒 / 常温,現行日本酒情報DB,https://www.sakenomy.jp/sake/TST0000008908/,10〜15℃程度の冷酒を起点に、繊細な香りと上品な旨味を活かすのがおすすめ。常温も適温に含まれるため、グラスの中で少し温度を上げて香りと旨味の変化を比べるとよい。,既存の飲み方情報,,https://www.buyhiro.com/database/products/products_0549/,
西条エリア7蔵,賀茂泉酒造,賀茂泉,純米大吟醸「壽」,要確認,公開情報で要確認,,公開情報で明確な推奨温度を確認できないため酒質からの目安。10〜15℃程度の冷酒を起点に、繊細な香りと上品な旨味を活かす飲み方がおすすめ。少量ずつ温度を変え、香り・甘味・酸味・キレのバランスが最も整うところを探すとよい。,推論,,https://online.kamoizumi.com/?pid=141742792,
西条エリア7蔵,山陽鶴酒造,山陽鶴,にごり酒,要確認,公開情報で要確認,,公開情報で明確な推奨温度を確認できないため酒質からの目安。よく冷やした5〜10℃程度の冷酒を起点に、発泡感やにごりの口当たりを活かす飲み方がおすすめ。少量ずつ温度を変え、香り・甘味・酸味・キレのバランスが最も整うところを探すとよい。,推論,,https://sanyotsuru.jp/archives/product/gosyu,https://sanyotsuru.jp/archives/product/gosyu
西条エリア7蔵,賀茂鶴酒造,賀茂鶴,本醸造生貯蔵酒 ひやしざけ,要確認,公開情報で要確認,,冷酒では輪郭をすっきりと、40℃前後のぬる燗から燗酒ではフレッシュさを活かす飲み方がおすすめ。食事に合わせるなら冷酒と燗の両方を試し、好みの温度帯を探すとよい。,公式ページ再走査,冷酒 / 常温 / 燗酒 / 冷やして,https://shop.kamotsuru.jp/SHOP/hiyashizake720.html,https://shop.kamotsuru.jp/SHOP/hiyashizake720.html
西条エリア7蔵,賀茂鶴酒造,賀茂鶴,特別本醸造 蔵出し原酒,要確認,公開情報で要確認,,冷酒では輪郭をすっきりと、40℃前後のぬる燗から燗酒では日常酒らしいキレと旨味を引き出す飲み方がおすすめ。食事に合わせるなら冷酒と燗の両方を試し、好みの温度帯を探すとよい。,公式ページ再走査,冷酒 / 燗酒,https://shop.kamotsuru.jp/SHOP/kuradashi-genshu720.html,https://shop.kamotsuru.jp/SHOP/kuradashi-genshu720.html
西条エリア7蔵,賀茂鶴酒造,賀茂鶴,純米大吟醸 広系酒33号,要確認,公開情報で要確認,,10〜15℃程度の冷酒を起点に、繊細な香りと上品な旨味を活かすのがおすすめ。,公式ページ再走査,冷酒 / 燗酒,https://shop.kamotsuru.jp/SHOP/junmaidaiginjo-hirokei720.html,https://shop.kamotsuru.jp/SHOP/junmaidaiginjo-hirokei720.html
西条エリア7蔵,賀茂鶴酒造,賀茂鶴,純米吟醸 五,要確認,公開情報で要確認,,10〜15℃程度の冷酒を起点に、吟醸香と軽快な旨味のバランスを活かすのがおすすめ。,公式ページ再走査,冷酒 / 燗酒,https://shop.kamotsuru.jp/SHOP/junmaiginjo-go.html,https://shop.kamotsuru.jp/SHOP/junmaiginjo-go.html
西条エリア7蔵,賀茂鶴酒造,賀茂鶴,生囲い純米,要確認,公開情報で要確認,,冷酒では輪郭をすっきりと、40℃前後のぬる燗から燗酒では米の旨味と酸のふくらみを引き出す飲み方がおすすめ。食事に合わせるなら冷酒と燗の両方を試し、好みの温度帯を探すとよい。,公式ページ再走査,冷酒 / 燗酒,https://shop.kamotsuru.jp/SHOP/namakakoi-junmai720.html,https://shop.kamotsuru.jp/SHOP/namakakoi-junmai720.html
西条エリア7蔵,賀茂鶴酒造,賀茂鶴,純米大吟醸 広島錦 精米歩合38% 超辛口,要確認,公開情報で要確認,,10〜15℃程度の冷酒を起点に、繊細な香りと上品な旨味を活かすのがおすすめ。常温も適温に含まれるため、グラスの中で少し温度を上げて香りと旨味の変化を比べるとよい。,公式ページ再走査,飲み方 / 冷酒 / 常温 / 燗酒 / 冷やして,https://shop.kamotsuru.jp/SHOP/hiroshimanishiki38_karakuchi.html,https://shop.kamotsuru.jp/SHOP/hiroshimanishiki38_karakuchi.html
西条エリア7蔵,賀茂鶴酒造,賀茂鶴,純米酒 ひやおろし,要確認,公開情報で要確認,,冷酒では輪郭をすっきりと、40℃前後のぬる燗から燗酒では熟成でまとまった旨味を引き出す飲み方がおすすめ。食事に合わせるなら冷酒と燗の両方を試し、好みの温度帯を探すとよい。,公式ページ再走査,飲み頃 / 冷酒 / 燗酒 / 冷やして,https://shop.kamotsuru.jp/SHOP/hiyaoroshi720.html,https://shop.kamotsuru.jp/SHOP/hiyaoroshi720.html
西条エリア7蔵,賀茂鶴酒造,賀茂鶴,豊醇冷酒,冷酒,公開情報で要確認,,10〜15℃程度に冷やして、日常酒らしいキレと旨味を引き出すのがおすすめ。冷やし過ぎると香りや旨味が閉じやすいため、少しずつ温度が上がる変化も楽しむとよい。,既存の飲み方情報,冷酒 / 燗酒 / 冷やして,https://shop.kamotsuru.jp/SHOP/346437/346505/list.html,https://shop.kamotsuru.jp/SHOP/346437/346505/list.html
西条エリア7蔵,賀茂鶴酒造,賀茂鶴,純米酒 にごり酒,要確認,公開情報で要確認,,公開情報で明確な推奨温度を確認できないため酒質からの目安。よく冷やした5〜10℃程度の冷酒を起点に、発泡感やにごりの口当たりを活かす飲み方がおすすめ。少量ずつ温度を変え、香り・甘味・酸味・キレのバランスが最も整うところを探すとよい。,推論,冷酒 / 燗酒,https://shop.kamotsuru.jp/SHOP/346519/346502/list.html,https://shop.kamotsuru.jp/SHOP/346519/346502/list.html
西条エリア7蔵,賀茂鶴酒造,賀茂鶴,純米酒 しぼりたて,冷酒 / 常温,公開情報で要確認,,まずは5〜10℃程度までしっかり冷やし、フレッシュさを活かすのがおすすめ。温度が上がり過ぎないうちに飲み、原酒で強く感じる場合に「ロック」の記載がある商品は大きめの氷を一つ加えると飲みやすい。,既存の飲み方情報,冷酒 / 燗酒,https://shop.kamotsuru.jp/SHOP/346519/346479/list.html,https://shop.kamotsuru.jp/SHOP/346519/346479/list.html
西条エリア7蔵,賀茂鶴酒造,賀茂鶴,青冴え 2026 純米吟醸生原酒,要確認,公開情報で要確認,,まずは5〜10℃程度までしっかり冷やし、フレッシュさを活かすのがおすすめ。温度が上がり過ぎないうちに飲み、原酒で強く感じる場合に「ロック」の記載がある商品は大きめの氷を一つ加えると飲みやすい。,公式ページ再走査,冷酒 / 燗酒 / 冷やして,https://shop.kamotsuru.jp/SHOP/346441/346462/list.html,https://shop.kamotsuru.jp/SHOP/346441/346462/list.html
西条エリア7蔵,賀茂鶴酒造,賀茂鶴,花咲かじいさん 純米吟醸 萌えいぶき,要確認,公開情報で要確認,,10〜15℃程度の冷酒を起点に、吟醸香と軽快な旨味のバランスを活かすのがおすすめ。,公式ページ再走査,冷酒 / 燗酒 / 冷やして,https://shop.kamotsuru.jp/SHOP/346441/346462/list.html,https://shop.kamotsuru.jp/SHOP/346441/346462/list.html
西条エリア7蔵,賀茂鶴酒造,賀茂鶴,2026蔵開き限定 純米大吟醸 山田錦 精米歩合38%,冷酒 / 常温,公開情報で要確認,,10〜15℃程度の冷酒を起点に、繊細な香りと上品な旨味を活かすのがおすすめ。常温も適温に含まれるため、グラスの中で少し温度を上げて香りと旨味の変化を比べるとよい。,既存の飲み方情報,飲み方 / 冷酒 / 常温 / 燗酒,https://shop.kamotsuru.jp/SHOP/2026kurabiraki_6600hukubako.html,https://shop.kamotsuru.jp/SHOP/2026kurabiraki_6600hukubako.html
西条エリア7蔵,賀茂鶴酒造,賀茂鶴,UNDER 30 純米酒,要確認,公開情報で要確認,,冷酒では輪郭をすっきりと、40℃前後のぬる燗から燗酒では米の旨味と酸のふくらみを引き出す飲み方がおすすめ。食事に合わせるなら冷酒と燗の両方を試し、好みの温度帯を探すとよい。,公式ページ再走査,冷酒 / 燗酒,https://shop.kamotsuru.jp/SHOP/under30junmai-shu720ml.html,https://shop.kamotsuru.jp/SHOP/under30junmai-shu720ml.html
西条エリア7蔵,賀茂鶴酒造,賀茂鶴,大吟醸 限定搾汁,ロック / 冷酒 / 常温,公開情報で要確認,,10〜15℃程度の冷酒を起点に、繊細な香りと上品な旨味を活かすのがおすすめ。常温も適温に含まれるため、グラスの中で少し温度を上げて香りと旨味の変化を比べるとよい。,既存の飲み方情報,冷酒 / 燗酒,https://shop.kamotsuru.jp/SHOP/346519/346484/list.html,https://shop.kamotsuru.jp/SHOP/346519/346484/list.html
西条エリア7蔵,賀茂鶴酒造,賀茂鶴,大吟醸原酒 あらばしり,要確認,公開情報で要確認,,公開情報で明確な推奨温度を確認できないため酒質からの目安。よく冷やした5〜10℃程度の冷酒を起点に、フレッシュさを活かす飲み方がおすすめ。少量ずつ温度を変え、香り・甘味・酸味・キレのバランスが最も整うところを探すとよい。,推論,冷酒 / 燗酒 / 冷やして,https://shop.kamotsuru.jp/SHOP/346440/346519/list.html,https://shop.kamotsuru.jp/SHOP/346440/346519/list.html
西条エリア7蔵,福美人酒造,福美人,上撰,常温 / ぬる燗 / 燗酒,公開情報で要確認,,常温から40℃前後のぬる燗を中心に、日常酒らしいキレと旨味を引き出すのがおすすめ。より熱い燗も適温に含まれる場合は、45〜50℃程度まで上げて後口の締まり方を比べるとよい。,既存の飲み方情報,,https://www.fukubijin.co.jp/SHOP/2212.html,https://www.fukubijin.co.jp/SHOP/2212.html
安芸津・黒瀬エリア3蔵,今田酒造本店,FUKUCHO LEGACY,FUKUCHO LEGACY I,冷酒 / 常温,出典記載,https://fukucho.jp/products/legacy1,冷酒または常温で、長期熟成由来の複雑さと貴醸酒の甘やかさをゆっくり味わうのがおすすめ。冷やし過ぎず、小ぶりのワイングラスなどで少量ずつ温度変化を追うと余韻を感じやすい。,公式・個別確認,おすすめ温度 / 冷酒 / 常温,https://fukucho.jp/products/legacy1,https://fukucho.jp/products/legacy1
安芸津・黒瀬エリア3蔵,今田酒造本店,FUKUCHO LEGACY,FUKUCHO LEGACY II,冷酒 / 常温,出典記載,https://fukucho.jp/products/legacy2,冷酒または常温で、熟成酒の複雑味と白麹由来の酸味のバランスを楽しむのがおすすめ。食事と合わせる場合は冷酒から始め、少し温度が上がった状態で甘味と酸のまとまりを比べるとよい。,公式・個別確認,おすすめ温度 / 冷酒 / 常温,https://fukucho.jp/products/legacy2,https://fukucho.jp/products/legacy2
安芸津・黒瀬エリア3蔵,今田酒造本店,富久長,八反草 サタケシリーズ GENKEI,冷酒,出典記載,https://fukucho.jp/products/hattansogenkei,10〜15℃程度に冷やして、香味のまとまりを引き出すのがおすすめ。冷やし過ぎると香りや旨味が閉じやすいため、少しずつ温度が上がる変化も楽しむとよい。,既存の飲み方情報,おすすめ温度 / 冷酒,https://fukucho.jp/products/hattansogenkei,https://fukucho.jp/products/hattansogenkei
安芸津・黒瀬エリア3蔵,今田酒造本店,富久長,八反草 サタケシリーズ HENPEI,冷酒,出典記載,https://fukucho.jp/products/hattansohenpei,10〜15℃程度に冷やして、香味のまとまりを引き出すのがおすすめ。冷やし過ぎると香りや旨味が閉じやすいため、少しずつ温度が上がる変化も楽しむとよい。,既存の飲み方情報,おすすめ温度 / 冷酒,https://fukucho.jp/products/hattansohenpei,https://fukucho.jp/products/hattansohenpei
安芸津・黒瀬エリア3蔵,今田酒造本店,富久長,八反草 純米 ハイブリッド生酛 特別栽培米R3,冷酒 / 常温 / 燗酒,出典記載,https://fukucho.jp/products/hybridkimoto-r3-2021by,冷酒では輪郭をすっきりと、40℃前後のぬる燗から燗酒では米の旨味と酸のふくらみを引き出す飲み方がおすすめ。食事に合わせるなら冷酒と燗の両方を試し、好みの温度帯を探すとよい。,既存の飲み方情報,おすすめ温度 / 冷酒 / 常温 / 燗酒,https://fukucho.jp/products/hybridkimoto-r3-2021by,https://fukucho.jp/products/hybridkimoto-r3-2021by
安芸津・黒瀬エリア3蔵,今田酒造本店,富久長,八反草 純米 ハイブリッド生酛 特別栽培米R4,冷酒 / 常温 / 燗酒,出典記載,https://fukucho.jp/products/hybridkimoto-r4-2022by,冷酒では輪郭をすっきりと、40℃前後のぬる燗から燗酒では米の旨味と酸のふくらみを引き出す飲み方がおすすめ。食事に合わせるなら冷酒と燗の両方を試し、好みの温度帯を探すとよい。,既存の飲み方情報,おすすめ温度 / 冷酒 / 常温 / 燗酒,https://fukucho.jp/products/hybridkimoto-r4-2022by,https://fukucho.jp/products/hybridkimoto-r4-2022by
安芸津・黒瀬エリア3蔵,今田酒造本店,富久長,八反草 純米 軟水仕込 辛口,冷酒 / 常温,出典記載,https://fukucho.jp/products/hattansojunmai,10〜15℃程度に冷やして、米の旨味と酸のふくらみを引き出すのがおすすめ。冷やし過ぎると香りや旨味が閉じやすいため、少しずつ温度が上がる変化も楽しむとよい。,既存の飲み方情報,おすすめ温度 / 冷酒 / 常温,https://fukucho.jp/products/hattansojunmai,https://fukucho.jp/products/hattansojunmai
