record_id,酒蔵,ブランド,商品名,正式名称,販売状態,販売状態確認日,特定名称,精米歩合,アルコール度数,日本酒度,酸度,アミノ酸度,甘辛度,使用米,酵母,製法,おすすめ温度,おすすめ酒器,料理ペアリング,おすすめシーン,容量,価格,発売時期,終売時期,備考,詳細ファイル,主出典ID,出典数
KAMOTSURU_745988C067,賀茂鶴酒造,賀茂鶴,樽酒,樽酒,販売中,2026-09-05,,,,,,,,,,,冷酒 / ぬる燗 / 燗酒,,,,,,,,,賀茂鶴酒造/樽酒.md,SRC_5986B26DEE3F,1
KAMOTSURU_25D0632A34,賀茂鶴酒造,賀茂鶴,熟成大吟醸（2020酒まつり）,熟成大吟醸（2020酒まつり）,不明,2026-09-05,大吟醸,50％,,,,,,"/ 広系酒33号 100％使用 精米歩合 / 38％ 販売価格: 4,000 円 (税込) 購入する 爽やかな香り、すっきりとした味わい 酒まつり限定 のん太ラ",,,,,,,,,,,2020年本数限定・シリアルナンバー入。現在状態不明,賀茂鶴酒造/熟成大吟醸（2020酒まつり）.md,SRC_6E9B2DCDCB98,1
KAMOTSURU_56DCD9DE4F,賀茂鶴酒造,賀茂鶴,特別本醸造 超特撰特等酒,特別本醸造 超特撰特等酒,販売中,2026-09-05,特別本醸造,,,,,,,,,,冷酒 / ぬる燗 / 燗酒,,,,,,,,,賀茂鶴酒造/特別本醸造 超特撰特等酒.md,SRC_8543A9106B8A,2
KAMOTSURU_8EB3302FB2,賀茂鶴酒造,賀茂鶴,瑞兆（2010年限定・精米歩合20%）,瑞兆（2010年限定・精米歩合20%）,終売,2026-09-05,,20％,,,,,,／山田錦 100％ ・アルコール分／16度以上17度未満 ・精米歩合／20％ ・容量／720ｍｌ 価格：￥１０，５００（税込）参考小売価格 ネット販売はこちら…,,,燗酒,,,,,,,,2010年限定1000本、なくなり次第終売と公式告知,賀茂鶴酒造/瑞兆（2010年限定・精米歩合20%）.md,SRC_647397C6CC9B,1
KAMOTSURU_B1DBBE0B56,賀茂鶴酒造,賀茂鶴,生貯蔵酒 冷温「蔵生」囲い,生貯蔵酒 冷温「蔵生」囲い,販売中,2026-09-05,,,,,,,,を吟味し、丹念に磨き、じっくりと醸しました,,,冷酒 / 燗酒,,,,,,,,,賀茂鶴酒造/生貯蔵酒 冷温「蔵生」囲い.md,SRC_DFAF17C6E04F,1
KAMOTSURU_80128AA144,賀茂鶴酒造,賀茂鶴,白壁の郷,白壁の郷,販売中,2026-09-05,,,,,,,,,,,冷酒 / 熱燗 / 燗酒,,,,,,,,,賀茂鶴酒造/白壁の郷.md,SRC_A52E29BA522D,1
KAMOTSURU_32510DF796,賀茂鶴酒造,賀茂鶴,純米吟醸,純米吟醸,販売中,2026-09-05,純米吟醸,,,,,,,,,,冷酒 / ぬる燗 / 燗酒,,,,,,,,,賀茂鶴酒造/純米吟醸.md,SRC_8730D2E93590,1
KAMOTSURU_DC49602508,賀茂鶴酒造,賀茂鶴,純米吟醸 厳島,純米吟醸 厳島,不明,2026-09-05,純米吟醸,55%,16～17度,+4,,,,八反100%,,,人肌燗 / 常温 / 冷 / ロック,,,,,,,,2012年限定セット『瀬戸内紀行』構成酒。現在の販売状態は確認できず,賀茂鶴酒造/純米吟醸 厳島.md,SRC_D8208D07C774,1
KAMOTSURU_404EAA2453,賀茂鶴酒造,賀茂鶴,純米吟醸 熟成酒,純米吟醸 熟成酒,終売,2026-09-05,純米吟醸,,,,,,,,,,冷酒 / 燗酒,,,,,,,,公式オンラインストアに『終売しました』と明記,賀茂鶴酒造/純米吟醸 熟成酒.md,SRC_7ADC857E3D42,1
KAMOTSURU_6A8A81B1BF,賀茂鶴酒造,賀茂鶴,純米吟醸酒,純米吟醸酒,終売,2026-09-05,純米吟醸,,,,,,,,,,ぬる燗 / 燗酒,,,,,,,,2016年3月、後継GP-A1発売をもって販売終了,賀茂鶴酒造/純米吟醸酒.md,SRC_2EF446EEEA22,1
KAMOTSURU_D7A3EE83C3,賀茂鶴酒造,賀茂鶴,純米大吟醸 大吟峰,純米大吟醸 大吟峰,販売中,2026-09-05,純米大吟醸,50％,15度以上16度未満,,,,,山田錦 100% 酒米の王様「山田錦」 「山田錦」は、数ある酒造好適米の中でも、その品質、知名度、作付面積でトップを誇る品種で、「酒造好適米(酒米)の王様」とも,,,冷酒 / 燗酒,,,,,,,,,賀茂鶴酒造/純米大吟醸 大吟峰.md,SRC_5BA22AF1FC79,3
KAMOTSURU_3C35E7FB49,賀茂鶴酒造,賀茂鶴,純米大吟醸 広島錦,純米大吟醸 広島錦,販売中,2026-09-05,純米大吟醸,,,,,,,,,,冷酒 / 燗酒,,,,,,,,,賀茂鶴酒造/純米大吟醸 広島錦.md,SRC_A78F6DD0F81B,2
KAMOTSURU_2FE12A5356,賀茂鶴酒造,賀茂鶴,純米酒,純米酒,販売中,2026-09-05,純米酒,,,,,,,のもつ旨味と純米特有の酸味とがほどよくマッチした爽やかな辛口純米酒,,,冷酒 / 冷やして / 燗酒,,,,,,,,,賀茂鶴酒造/純米酒.md,SRC_D9E56B080E0D,2
KAMOTSURU_150E054D84,賀茂鶴酒造,賀茂鶴,純米酒 カップ,純米酒 カップ,販売中,2026-09-05,純米酒,,,,,,,のもつ旨味と純米特有の酸味とがほどよくマッチした爽やかな辛口純米酒,,,冷酒 / 冷やして / 燗酒,,,,,,,,,賀茂鶴酒造/純米酒 カップ.md,SRC_12694927B814,1
KAMOTSURU_A5543B5ED1,賀茂鶴酒造,賀茂鶴,見学室直売所 一周年記念酒 雄町,見学室直売所 一周年記念酒 雄町,不明,2026-09-05,,50％,,,,,,"/ 広系酒33号 100％使用 精米歩合 / 38％ 販売価格: 4,000 円 (税込) 購入する 爽やかな香り、すっきりとした味わい 酒まつり限定 のん太ラ",,,,,,,,,,,2020年限定・シリアルナンバー入。現在状態不明,賀茂鶴酒造/見学室直売所 一周年記念酒 雄町.md,SRC_6E9B2DCDCB98,1
KAMOTSURU_04B1ED5BF5,賀茂鶴酒造,賀茂鶴,酒まつり2020 大吟醸 のん太ラベル,酒まつり2020 大吟醸 のん太ラベル,不明,2026-09-05,大吟醸,50％,,,,,,"/ 広系酒33号 100％使用 精米歩合 / 38％ 販売価格: 4,000 円 (税込) 購入する 爽やかな香り、すっきりとした味わい 酒まつり限定 のん太ラ",,,,,,,,,,,2020年10月限定販売。現在状態不明,賀茂鶴酒造/酒まつり2020 大吟醸 のん太ラベル.md,SRC_6E9B2DCDCB98,1
KAMOTSURU_EFAF69EAD1,賀茂鶴酒造,賀茂鶴,酒まつり2020 純米大吟醸 広系酒33号,酒まつり2020 純米大吟醸 広系酒33号,不明,2026-09-05,純米大吟醸,50％,,,,,,"/ 広系酒33号 100％使用 精米歩合 / 38％ 販売価格: 4,000 円 (税込) 購入する 爽やかな香り、すっきりとした味わい 酒まつり限定 のん太ラ",,,,,,,,,,,2020年10月限定販売。現在状態不明,賀茂鶴酒造/酒まつり2020 純米大吟醸 広系酒33号.md,SRC_6E9B2DCDCB98,1
KAMOTSURU_639126E96D,賀茂鶴酒造,賀茂鶴,酒まつり限定 純米大吟醸 山田錦,酒まつり限定 純米大吟醸 山田錦,不明,2026-09-05,純米大吟醸,,,,,,,,,,燗酒,,,,,,,,2018酒まつり限定。現在状態不明,賀茂鶴酒造/酒まつり限定 純米大吟醸 山田錦.md,SRC_3502C0DCA133,1
KAMOTSURU_62D0D76273,賀茂鶴酒造,賀茂鶴,酒中在心 橙 純米吟醸 生もと 八反35号,酒中在心 橙 純米吟醸 生もと 八反35号,販売中,2026-09-05,純米吟醸,60％,16度以上17度未満,,,,,は酒造好適米「八反35号」,,,冷酒 / 常温 / ぬる燗 / 燗酒,,,,,,,,,賀茂鶴酒造/酒中在心 橙 純米吟醸 生もと 八反35号.md,SRC_7291409D4CB1,1
KAMOTSURU_584363D4C8,賀茂鶴酒造,賀茂鶴,酒中在心 茜 純米酒 広島錦,酒中在心 茜 純米酒 広島錦,販売中,2026-09-05,純米酒,65％,15度以上16度未満,,,,,広島錦100% ・精米歩合：65％ 賀茂鶴の酒造り 「賀茂鶴が追及する “アマ・カラ・ピン・ウマ”」 賀茂鶴酒造の蔵には1枚の文章が入った額が掲げられています,,,冷酒 / 常温 / ぬる燗 / 燗酒,,,,,,,,,賀茂鶴酒造/酒中在心 茜 純米酒 広島錦.md,SRC_AFC4F8457D36,1
KAMOTSURU_83FD2B1F98,賀茂鶴酒造,賀茂鶴,酒中在心 藍 特別純米酒 生もと 雄町,酒中在心 藍 特別純米酒 生もと 雄町,販売中,2026-09-05,特別純米酒,60％,16度以上17度未満,,,,,には、芳醇でコクのある味わいで知られる酒米「雄町」を使用,,,冷酒 / 常温 / ぬる燗 / 燗酒,,,,,,,,,賀茂鶴酒造/酒中在心 藍 特別純米酒 生もと 雄町.md,SRC_98BB5019BE35,1
KAMOTSURU_176CD7625B,賀茂鶴酒造,賀茂鶴,金紋,金紋,販売中,2026-09-05,,,,,,,,を吟味し、丹念に磨き、じっくりと伏流井水で仕込みました,,,冷酒 / 燗酒,,,,,,,,,賀茂鶴酒造/金紋.md,SRC_CDF65B704B91,1
KAMOTSURU_F4123635C6,賀茂鶴酒造,賀茂鶴,鞆の浦,鞆の浦,不明,2026-09-05,普通酒（生貯蔵酒）,69%,14～15度,+3,,,,,,,常温 / 冷,,,,,,,,2012年限定セット『瀬戸内紀行』構成酒。現在の販売状態は確認できず,賀茂鶴酒造/鞆の浦.md,SRC_D8208D07C774,1
KANEMITSU_9502CF3E4A,金光酒造,賀茂金秀 / 桜吹雪,桜吹雪 特別純米うすにごり生,桜吹雪 特別純米うすにごり生,不明,2026-09-05,特別純米酒,,,,,,,,,,,,,,,,,,公式限定ラインナップ掲載。現在の在庫・販売時期は断定せず,金光酒造/桜吹雪 特別純米うすにごり生.md,SRC_652DCA8542FA,1
KANEMITSU_F8DFD9F785,金光酒造,賀茂金秀 / 桜吹雪,賀茂金秀 SUITOH 雄町,賀茂金秀 SUITOH 雄町,不明,2026-09-05,,,,,,,,,,,,,,,,,,,公式限定ラインナップ掲載。現在の在庫・販売時期は断定せず / 二次DBでも存在確認,金光酒造/賀茂金秀 SUITOH 雄町.md,SRC_652DCA8542FA,2
KANEMITSU_AA707517AA,金光酒造,賀茂金秀 / 桜吹雪,賀茂金秀 特別純米,賀茂金秀 特別純米,販売中,2026-09-05,特別純米酒,,,,,,,,,,,,,,,,,,公式定番ラインナップ掲載 / 二次DBでも存在確認,金光酒造/賀茂金秀 特別純米.md,SRC_F202A9D80AEE,2
KANEMITSU_1DB4E750AD,金光酒造,賀茂金秀 / 桜吹雪,賀茂金秀 特別純米13,賀茂金秀 特別純米13,販売中,2026-09-05,特別純米酒,,,,,,,,,,,,,,,,,,日本酒造組合中央会系JSP蔵元ページの代表商品,金光酒造/賀茂金秀 特別純米13.md,SRC_6A8001DA4DAB,1
KANEMITSU_D9A9F06E15,金光酒造,賀茂金秀 / 桜吹雪,賀茂金秀 特別純米秋上がり,賀茂金秀 特別純米秋上がり,不明,2026-09-05,特別純米酒,,,,,,,,,,,,,,,,,,公式限定ラインナップ掲載。現在の在庫・販売時期は断定せず,金光酒造/賀茂金秀 特別純米秋上がり.md,SRC_652DCA8542FA,1
KANEMITSU_D2AEAD8053,金光酒造,賀茂金秀 / 桜吹雪,賀茂金秀 純米お燗,賀茂金秀 純米お燗,不明,2026-09-05,純米酒,,,,,,,,,,,,,,,,,,公式限定ラインナップ掲載。現在の在庫・販売時期は断定せず,金光酒造/賀茂金秀 純米お燗.md,SRC_652DCA8542FA,1
KANEMITSU_954B2AF7D5,金光酒造,賀茂金秀 / 桜吹雪,賀茂金秀 純米しぼりたて生,賀茂金秀 純米しぼりたて生,不明,2026-09-05,純米酒,,,,,,,,,,,,,,,,,,公式限定ラインナップ掲載。現在の在庫・販売時期は断定せず,金光酒造/賀茂金秀 純米しぼりたて生.md,SRC_652DCA8542FA,1
KANEMITSU_3DBAEA0CEF,金光酒造,賀茂金秀 / 桜吹雪,賀茂金秀 純米吟醸 愛山,賀茂金秀 純米吟醸 愛山,不明,2026-09-05,純米吟醸,,,,,,,,,,,,,,,,,,公式限定ラインナップ掲載。現在の在庫・販売時期は断定せず / 二次DBでも存在確認,金光酒造/賀茂金秀 純米吟醸 愛山.md,SRC_652DCA8542FA,2
KANEMITSU_D79B5D35B9,金光酒造,賀茂金秀 / 桜吹雪,賀茂金秀 純米吟醸 雄町,賀茂金秀 純米吟醸 雄町,販売中,2026-09-05,純米吟醸,,,,,,,,,,,,,,,,,,公式定番ラインナップ掲載 / 日本酒造組合中央会系JSP蔵元ページの代表商品 / 二次DBでも存在確認,金光酒造/賀茂金秀 純米吟醸 雄町.md,SRC_F202A9D80AEE,3
KANEMITSU_6B83205512,金光酒造,賀茂金秀 / 桜吹雪,賀茂金秀 純米大吟醸35,賀茂金秀 純米大吟醸35,販売中,2026-09-05,純米大吟醸,,,,,,,,,,,,,,,,,,公式定番ラインナップ掲載 / 日本酒造組合中央会系JSP蔵元ページの代表商品,金光酒造/賀茂金秀 純米大吟醸35.md,SRC_F202A9D80AEE,2
KANEMITSU_47199D7189,金光酒造,賀茂金秀 / 桜吹雪,賀茂金秀 純米大吟醸40,賀茂金秀 純米大吟醸40,販売中,2026-09-05,純米大吟醸,,,,,,,,,,,,,,,,,,公式定番ラインナップ掲載 / 二次DBでも存在確認,金光酒造/賀茂金秀 純米大吟醸40.md,SRC_F202A9D80AEE,2
KANEMITSU_36D076169E,金光酒造,賀茂金秀 / 桜吹雪,賀茂金秀 辛口夏純,賀茂金秀 辛口夏純,不明,2026-09-05,,,,,,,,,,,,,,,,,,,公式限定ラインナップ掲載。現在の在庫・販売時期は断定せず,金光酒造/賀茂金秀 辛口夏純.md,SRC_652DCA8542FA,1
KANEMITSU_C1D2B0D992,金光酒造,賀茂金秀 / 桜吹雪,賀茂金秀 辛口特別純米,賀茂金秀 辛口特別純米,販売中,2026-09-05,特別純米酒,,,,,,,,,,,,,,,,,,公式定番ラインナップ掲載 / 二次DBでも存在確認,金光酒造/賀茂金秀 辛口特別純米.md,SRC_F202A9D80AEE,2
